"lhs","","rhs","support","confidence","lift"
"{곡성(哭聲),스플릿}","=>","{부산행}",0.0109748224661072,0.708333333333333,2.39565138282387
"{부산행,스플릿}","=>","{곡성(哭聲)}",0.0109748224661072,0.414634146341463,1.57418699186992
"{7광구,럭키}","=>","{부산행}",0.0116204002582311,0.72,2.43510917030568
"{7광구,부산행}","=>","{럭키}",0.0116204002582311,0.486486486486487,2.22948984487446
"{당신 거기 있어줄래요,마스터}","=>","{공조}",0.012911555842479,0.526315789473684,2.64695830485304
"{공조,당신 거기 있어줄래요}","=>","{마스터}",0.012911555842479,0.588235294117647,3.21970484306797
"{당신 거기 있어줄래요,마스터}","=>","{더 킹}",0.013557133634603,0.552631578947368,2.55530243519246
"{당신 거기 있어줄래요,더 킹}","=>","{마스터}",0.013557133634603,0.617647058823529,3.38069008522137
"{당신 거기 있어줄래요,마스터}","=>","{부산행}",0.0103292446739832,0.421052631578947,1.42404045047116
"{당신 거기 있어줄래요,부산행}","=>","{마스터}",0.0103292446739832,0.484848484848485,2.65381732519542
"{공조,당신 거기 있어줄래요}","=>","{더 킹}",0.012911555842479,0.588235294117647,2.71992976294996
"{당신 거기 있어줄래요,더 킹}","=>","{공조}",0.012911555842479,0.588235294117647,2.95836516424752
"{공조,당신 거기 있어줄래요}","=>","{부산행}",0.0109748224661072,0.5,1.6910480349345
"{당신 거기 있어줄래요,부산행}","=>","{공조}",0.0109748224661072,0.515151515151515,2.59081070444707
"{신부 수업,인터스텔라}","=>","{부산행}",0.0109748224661072,0.566666666666667,1.9165211062591
"{부산행,신부 수업}","=>","{인터스텔라}",0.0109748224661072,0.53125,2.62909345047923
"{공조,위플래쉬}","=>","{더 킹}",0.0103292446739832,0.571428571428571,2.64221748400853
"{더 킹,위플래쉬}","=>","{공조}",0.0103292446739832,0.666666666666667,3.35281385281385
"{맨 오브 스틸,변호인}","=>","{곡성(哭聲)}",0.0103292446739832,0.5,1.89828431372549
"{곡성(哭聲),맨 오브 스틸}","=>","{변호인}",0.0103292446739832,0.470588235294118,2.03614853762734
"{곡성(哭聲),퍼시픽 림}","=>","{부산행}",0.0109748224661072,0.472222222222222,1.59710092188258
"{부산행,퍼시픽 림}","=>","{곡성(哭聲)}",0.0109748224661072,0.515151515151515,1.95580808080808
"{곡성(哭聲),워크래프트: 전쟁의 서막}","=>","{부산행}",0.0116204002582311,0.514285714285714,1.73936369307548
"{부산행,워크래프트: 전쟁의 서막}","=>","{곡성(哭聲)}",0.0116204002582311,0.461538461538462,1.75226244343891
"{곡성(哭聲),라이프}","=>","{부산행}",0.0103292446739832,0.516129032258065,1.74559797154529
"{라이프,부산행}","=>","{곡성(哭聲)}",0.0103292446739832,0.470588235294118,1.78662053056517
"{나우 유 씨 미 2,터널}","=>","{부산행}",0.0103292446739832,0.533333333333333,1.8037845705968
"{나우 유 씨 미 2,판도라}","=>","{부산행}",0.0109748224661072,0.607142857142857,2.05341547099189
"{공조,나우 유 씨 미 2}","=>","{부산행}",0.0109748224661072,0.566666666666667,1.9165211062591
"{나우 유 씨 미 2,더 킹}","=>","{럭키}",0.0109748224661072,0.586206896551724,2.6864925525403
"{나우 유 씨 미 2,럭키}","=>","{더 킹}",0.0109748224661072,0.548387096774194,2.53567645642754
"{곡성(哭聲),나우 유 씨 미 2}","=>","{부산행}",0.0116204002582311,0.5625,1.90242903930131
"{나우 유 씨 미 2,부산행}","=>","{곡성(哭聲)}",0.0116204002582311,0.418604651162791,1.58926128590971
"{미션 임파서블: 로그네이션,암살}","=>","{베테랑}",0.0109748224661072,0.53125,3.07054570895522
"{미션 임파서블: 로그네이션,베테랑}","=>","{암살}",0.0109748224661072,0.515151515151515,3.10494045513501
"{미션 임파서블: 로그네이션,변호인}","=>","{곡성(哭聲)}",0.0109748224661072,0.472222222222222,1.79282407407407
"{곡성(哭聲),미션 임파서블: 로그네이션}","=>","{변호인}",0.0109748224661072,0.607142857142857,2.62699521149242
"{밀정,컨저링 2}","=>","{곡성(哭聲)}",0.0109748224661072,0.653846153846154,2.4823717948718
"{곡성(哭聲),컨저링 2}","=>","{밀정}",0.0109748224661072,0.447368421052632,2.40615862573099
"{럭키,컨저링 2}","=>","{부산행}",0.0122659780503551,0.655172413793103,2.21585604577624
"{부산행,컨저링 2}","=>","{럭키}",0.0122659780503551,0.542857142857143,2.48782755705833
"{괴물의 아이,미녀와 야수}","=>","{부산행}",0.0122659780503551,0.513513513513513,1.73675203587867
"{괴물의 아이,부산행}","=>","{미녀와 야수}",0.0122659780503551,0.487179487179487,2.18736529171312
"{내부자들,인턴}","=>","{부산행}",0.0109748224661072,0.548387096774194,1.85469784476687
"{부산행,인턴}","=>","{내부자들}",0.0109748224661072,0.5,3.13562753036437
"{곡성(哭聲),엽문}","=>","{부산행}",0.0103292446739832,0.484848484848485,1.639804155088
"{부산행,엽문}","=>","{곡성(哭聲)}",0.0103292446739832,0.444444444444444,1.68736383442266
"{마스터,소셜포비아}","=>","{럭키}",0.0109748224661072,0.586206896551724,2.6864925525403
"{럭키,소셜포비아}","=>","{마스터}",0.0109748224661072,0.53125,2.90779593639576
"{변호인,써니}","=>","{곡성(哭聲)}",0.0103292446739832,0.516129032258065,1.9595192915876
"{곡성(哭聲),써니}","=>","{변호인}",0.0103292446739832,0.484848484848485,2.09785000846453
"{레미제라블,변호인}","=>","{곡성(哭聲)}",0.0116204002582311,0.580645161290323,2.20445920303605
"{곡성(哭聲),레미제라블}","=>","{변호인}",0.0116204002582311,0.45,1.94706703910615
"{곡성(哭聲),레미제라블}","=>","{부산행}",0.0116204002582311,0.45,1.52194323144105
"{레미제라블,부산행}","=>","{곡성(哭聲)}",0.0116204002582311,0.580645161290323,2.20445920303605
"{라라랜드,비긴 어게인}","=>","{부산행}",0.0103292446739832,0.695652173913043,2.35276248338713
"{비긴 어게인,인터스텔라}","=>","{부산행}",0.0109748224661072,0.485714285714286,1.64273237679351
"{부산행,비긴 어게인}","=>","{인터스텔라}",0.0109748224661072,0.404761904761905,2.00311881941275
"{노브레싱,더 킹}","=>","{럭키}",0.0116204002582311,0.529411764705882,2.42620953706927
"{노브레싱,럭키}","=>","{더 킹}",0.0116204002582311,0.5,2.31194029850746
"{노브레싱,럭키}","=>","{부산행}",0.0109748224661072,0.472222222222222,1.59710092188258
"{노브레싱,부산행}","=>","{럭키}",0.0109748224661072,0.485714285714286,2.22595097210482
"{맨 인 더 다크,터널}","=>","{부산행}",0.0122659780503551,0.655172413793103,2.21585604577624
"{맨 인 더 다크,부산행}","=>","{터널}",0.0122659780503551,0.404255319148936,2.57691970930742
"{마스터,맨 인 더 다크}","=>","{부산행}",0.0103292446739832,0.727272727272727,2.459706232632
"{맨 인 더 다크,밀정}","=>","{곡성(哭聲)}",0.0103292446739832,0.5,1.89828431372549
"{곡성(哭聲),맨 인 더 다크}","=>","{밀정}",0.0103292446739832,0.444444444444444,2.39043209876543
"{맨 인 더 다크,인천상륙작전}","=>","{부산행}",0.0103292446739832,0.592592592592593,2.00420507844089
"{럭키,맨 인 더 다크}","=>","{부산행}",0.013557133634603,0.538461538461538,1.82112865300638
"{맨 인 더 다크,부산행}","=>","{럭키}",0.013557133634603,0.446808510638298,2.04765202064711
"{내부자들,로그 원: 스타워즈 스토리}","=>","{부산행}",0.0109748224661072,0.548387096774194,1.85469784476687
"{공조,로그 원: 스타워즈 스토리}","=>","{더 킹}",0.0142027114267269,0.594594594594595,2.7493344090359
"{더 킹,로그 원: 스타워즈 스토리}","=>","{공조}",0.0142027114267269,0.578947368421053,2.91165413533835
"{공조,로그 원: 스타워즈 스토리}","=>","{부산행}",0.0109748224661072,0.459459459459459,1.55393603210197
"{로그 원: 스타워즈 스토리,미녀와 야수}","=>","{부산행}",0.0103292446739832,0.533333333333333,1.8037845705968
"{곡성(哭聲),로그 원: 스타워즈 스토리}","=>","{부산행}",0.012911555842479,0.512820512820513,1.73440824095846
"{로그 원: 스타워즈 스토리,부산행}","=>","{곡성(哭聲)}",0.012911555842479,0.444444444444444,1.68736383442266
"{어바웃 타임,인터스텔라}","=>","{부산행}",0.0122659780503551,0.527777777777778,1.78499514798641
"{부산행,어바웃 타임}","=>","{인터스텔라}",0.0122659780503551,0.487179487179487,2.41099369214385
"{곡성(哭聲),신데렐라}","=>","{부산행}",0.0103292446739832,0.516129032258065,1.74559797154529
"{부산행,신데렐라}","=>","{곡성(哭聲)}",0.0103292446739832,0.457142857142857,1.73557422969188
"{미씽: 사라진 여자,판도라}","=>","{부산행}",0.0109748224661072,0.515151515151515,1.742291914781
"{마스터,미씽: 사라진 여자}","=>","{부산행}",0.013557133634603,0.617647058823529,2.0889416902132
"{미씽: 사라진 여자,부산행}","=>","{마스터}",0.013557133634603,0.42,2.29886925795053
"{공조,미씽: 사라진 여자}","=>","{부산행}",0.013557133634603,0.6,2.0292576419214
"{미씽: 사라진 여자,부산행}","=>","{공조}",0.013557133634603,0.42,2.11227272727273
"{더 킹,미씽: 사라진 여자}","=>","{부산행}",0.0103292446739832,0.5,1.6910480349345
"{미녀와 야수,미씽: 사라진 여자}","=>","{부산행}",0.0103292446739832,0.470588235294118,1.59157462111482
"{곡성(哭聲),미씽: 사라진 여자}","=>","{부산행}",0.0116204002582311,0.545454545454545,1.844779674474
"{데드풀,캡틴 아메리카: 시빌 워}","=>","{부산행}",0.0103292446739832,0.516129032258065,1.74559797154529
"{데드풀,부산행}","=>","{캡틴 아메리카: 시빌 워}",0.0103292446739832,0.421052631578947,2.61931938279434
"{데드풀,마스터}","=>","{럭키}",0.0103292446739832,0.484848484848485,2.22198314506007
"{데드풀,럭키}","=>","{마스터}",0.0103292446739832,0.5,2.73674911660777
"{데드풀,럭키}","=>","{부산행}",0.0103292446739832,0.5,1.6910480349345
"{데드풀,부산행}","=>","{럭키}",0.0103292446739832,0.421052631578947,1.92961694176269
"{데드풀,변호인}","=>","{곡성(哭聲)}",0.0103292446739832,0.5,1.89828431372549
"{곡성(哭聲),수상한 그녀}","=>","{부산행}",0.0109748224661072,0.515151515151515,1.742291914781
"{부산행,수상한 그녀}","=>","{곡성(哭聲)}",0.0109748224661072,0.435897435897436,1.65491452991453
"{마스터,엑스맨: 아포칼립스}","=>","{부산행}",0.0103292446739832,0.516129032258065,1.74559797154529
"{엑스맨: 아포칼립스,인천상륙작전}","=>","{곡성(哭聲)}",0.0122659780503551,0.5,1.89828431372549
"{곡성(哭聲),엑스맨: 아포칼립스}","=>","{인천상륙작전}",0.0122659780503551,0.41304347826087,2.19864037053638
"{엑스맨: 아포칼립스,인천상륙작전}","=>","{부산행}",0.0142027114267269,0.578947368421053,1.95805561939784
"{부산행,엑스맨: 아포칼립스}","=>","{인천상륙작전}",0.0142027114267269,0.431372549019608,2.29620645509063
"{공조,엑스맨: 아포칼립스}","=>","{부산행}",0.0103292446739832,0.5,1.6910480349345
"{럭키,엑스맨: 아포칼립스}","=>","{부산행}",0.0116204002582311,0.529411764705882,1.79052144875417
"{곡성(哭聲),엑스맨: 아포칼립스}","=>","{부산행}",0.0142027114267269,0.478260869565217,1.61752420732865
"{부산행,엑스맨: 아포칼립스}","=>","{곡성(哭聲)}",0.0142027114267269,0.431372549019608,1.6377354863514
"{원라인,해빙}","=>","{프리즌}",0.0103292446739832,0.615384615384615,3.61072261072261
"{마스터,원라인}","=>","{프리즌}",0.0103292446739832,0.533333333333333,3.12929292929293
"{공조,원라인}","=>","{프리즌}",0.0103292446739832,0.533333333333333,3.12929292929293
"{원라인,프리즌}","=>","{인터스텔라}",0.0116204002582311,0.4,1.97955271565495
"{원라인,인터스텔라}","=>","{프리즌}",0.0116204002582311,0.580645161290323,3.40689149560117
"{더 킹,원라인}","=>","{프리즌}",0.0103292446739832,0.551724137931034,3.23719958202717
"{원라인,프리즌}","=>","{럭키}",0.012911555842479,0.444444444444444,2.03681788297173
"{럭키,원라인}","=>","{프리즌}",0.012911555842479,0.571428571428571,3.35281385281385
"{원라인,프리즌}","=>","{미녀와 야수}",0.0148482892188509,0.511111111111111,2.29481481481481
"{미녀와 야수,원라인}","=>","{프리즌}",0.0148482892188509,0.58974358974359,3.46027583527584
"{디어 존,인터스텔라}","=>","{미녀와 야수}",0.0109748224661072,0.485714285714286,2.1807867494824
"{디어 존,미녀와 야수}","=>","{인터스텔라}",0.0109748224661072,0.414634146341463,2.05197537598379
"{디어 존,변호인}","=>","{미녀와 야수}",0.0103292446739832,0.551724137931034,2.47716141929036
"{터널,형}","=>","{미녀와 야수}",0.0103292446739832,0.533333333333333,2.39458937198068
"{미녀와 야수,형}","=>","{터널}",0.0103292446739832,0.533333333333333,3.3997256515775
"{터널,형}","=>","{부산행}",0.0122659780503551,0.633333333333333,2.1419941775837
"{부산행,형}","=>","{터널}",0.0122659780503551,0.513513513513513,3.27338449560672
"{판도라,형}","=>","{마스터}",0.0116204002582311,0.514285714285714,2.81494194851085
"{마스터,형}","=>","{판도라}",0.0116204002582311,0.418604651162791,2.66838931955211
"{판도라,형}","=>","{더 킹}",0.013557133634603,0.6,2.77432835820896
"{더 킹,형}","=>","{판도라}",0.013557133634603,0.446808510638298,2.8481744155503
"{판도라,형}","=>","{럭키}",0.0122659780503551,0.542857142857143,2.48782755705833
"{밀정,형}","=>","{마스터}",0.0103292446739832,0.457142857142857,2.50217062089854
"{마스터,형}","=>","{공조}",0.0148482892188509,0.534883720930233,2.69004832376925
