파주,"['드라마', '멜로/로맨스']",한국,111분 ,2009.10.28,청소년 관람불가,박찬옥,"['이선균', '서우']",7.00,7.35,7.20
크로니클,"['드라마', 'SF', '액션', '스릴러']",미국,83분 ,2012.03.15,15세 관람가,조쉬 트랭크,"['데인 드한', '알렉스 러셀', '마이클 B. 조던']",,6.67,7.49
"고산자, 대동여지도",['드라마'],한국,129분 ,2016.09.07,전체 관람가,강우석,"['차승원', '유준상']",8.03,5.78,7.31
개를 훔치는 완벽한 방법,"['드라마', '가족']",한국,109분 ,2014.12.31,전체 관람가,김성호,"['이레', '이지원', '홍은택']",8.79,7.04,9.00
바르샤 드림스,['다큐멘터리'],스페인,123분 ,2016.05.04,12세 관람가,조르디 롬파르트,['리오넬 메시'],9.10,5.00,7.79
극장판 루팡 3세 VS 명탐정 코난,['애니메이션'],일본,108분 ,2014.05.29,12세 관람가,카메가키 하지메,"['타카야마 미나미', '쿠리타 칸이치', '스기모토 유']",8.51,5.00,8.84
어쌔신 크리드,"['액션', '모험', '판타지', 'SF']",미국,115분 ,2017.01.11,15세 관람가,저스틴 커젤,"['마이클 패스벤더', '마리옹 꼬띠아르', '제레미 아이언스']",7.33,5.50,7.19
"사랑해, 말순씨","['드라마', '코미디']",한국,92분 ,2005.11.03,12세 관람가,박흥식,"['문소리', '이재응', '윤진서']",,6.00,8.05
"협녀, 칼의 기억","['액션', '드라마']",한국,121분 ,2015.08.13,15세 관람가,박흥식,"['이병헌', '전도연', '김고은']",6.01,6.12,5.36
마마,"['공포', '스릴러']",스페인,100분 ,2013.01.23,15세 관람가,안드레스 무시에티,"['제시카 차스테인', '니콜라이 코스터 왈도', '메건 카펜티어']",,6.00,7.82
폭력의 법칙: 나쁜 피 두 번째 이야기,['드라마'],한국,137분 ,2016.10.20,청소년 관람불가,강효진,"['김영무', '한여울', '김영용']",9.00,5.00,8.46
숫호구,['코미디'],한국,80분 ,2014.08.07,청소년 관람불가,백승기,"['백승기', '손이용', '박지나']",7.91,5.69,6.66
더 테너 리리코 스핀토,['드라마'],한국,121분 ,2015.09.07,12세 관람가,김상만,"['유지태', '차예련', '이세야 유스케']",8.46,5.00,8.18
마린 보이,"['범죄', '스릴러', '액션']",한국,118분 ,2009.02.05,15세 관람가,윤종석,"['김강우', '조재현', '박시연']",,5.38,6.65
디아틀로프,"['공포', '미스터리', 'SF', '스릴러']",미국,100분 ,2013.06.13,15세 관람가,레니 할린,"['홀리 고스', '맷 스토코', '루크 앨브라이트']",,4.00,7.09
둠스데이: 지구 최후의 전쟁,"['모험', '가족', '드라마']",덴마크,85분 ,2017.01.19,12세 관람가,마틴 바른비츠,"['윌리엄 요크 닐센', '토마스 가비', '피터 간츨러']",,3.25,
트리 오브 라이프,['드라마'],미국,137분 ,2011.10.27,15세 관람가,테렌스 맬릭,"['브래드 피트', '숀 펜', '제시카 차스테인']",,7.23,7.02
무간도,"['범죄', '스릴러', '느와르', '드라마']",홍콩,100분 ,2016.03.17,12세 관람가,맥조휘,"['양조위', '유덕화']",,8.00,9.11
1724 기방난동사건,"['코미디', '액션', '모험']",한국,103분 ,2008.12.03,15세 관람가,여균동,"['이정재', '김석훈', '김옥빈']",,4.40,5.39
베를린,"['액션', '드라마']",한국,120분 ,2013.01.30,15세 관람가,류승완,"['하정우', '한석규', '류승범']",,7.89,7.81
사부: 영춘권 마스터,['액션'],중국,109분 ,2016.05.19,15세 관람가,서호봉,"['리아오판', '지앙 웬리', '송가']",,7.20,
브루클린,"['드라마', '멜로/로맨스']",아일랜드,111분 ,2016.04.21,12세 관람가,존 크로울리,"['시얼샤 로넌', '도널 글리슨']",8.40,8.06,8.15
리턴 투 센더,"['범죄', '스릴러']",미국,95분 ,2016.03.10,15세 관람가,포아드 미카티,"['로자먼드 파이크', '실로 페르난데즈', '닉 놀테']",6.00,4.50,6.84
비버리 힐스 캅,"['액션', '코미디']",미국,100분 ,1985.09.28,15세 관람가,마틴 브레스트,['에디 머피'],,7.92,
플라이트플랜,"['드라마', '스릴러']",미국,98분 ,2005.11.18,12세 관람가,로베르트 슈벤트케,['조디 포스터'],,6.33,7.69
리허설,"['드라마', '멜로/로맨스']",한국,104분 ,1995.12.16,청소년 관람불가,강정수,"['최민수', '박영선']",,5.10,
비상 근무,['드라마'],미국,120분 ,2000.01.15,청소년 관람불가,마틴 스콜세지,['니콜라스 케이지'],,7.16,
엽기적인 그녀,"['코미디', '드라마', '멜로/로맨스']",한국,122분 ,2001.07.27,15세 관람가,곽재용,"['전지현', '차태현']",,9.29,
보스톤 교살자,"['범죄', '드라마', '미스터리', '스릴러']",미국,116분 ,2006.08.25,R,리처드 플레이셔,"['토니 커티스', '헨리 폰다', '조지 케네디']",9.67,7.90,
덕혜옹주,"['서사', '드라마']",한국,127분 ,2016.08.03,12세 관람가,허진호,"['손예진', '박해일']",8.73,5.95,8.41
박물관이 살아있다 : 비밀의 무덤,"['모험', '코미디', '가족', '판타지']",미국,98분 ,2015.01.14,전체 관람가,숀 레비,"['벤 스틸러', '로빈 윌리엄스', '댄 스티븐스']",8.17,5.67,8.07
Q - 섹스힐링,['드라마'],프랑스,101분 ,2012.06.28,청소년 관람불가,로렌트 부닉,"['데보라 레비', '헬렌 짐머', '고완 디디']",,6.51,
라듸오 데이즈,['코미디'],한국,111분 ,2008.01.31,12세 관람가,하기호,"['류승범', '이종혁', '김사랑']",,5.84,
사랑하기 때문에,"['코미디', '멜로/로맨스']",한국,110분 ,2017.01.04,12세 관람가,주지홍,"['차태현', '김유정', '서현진']",8.40,6.00,8.06
본 아이덴티티,"['액션', '미스터리', '드라마', '스릴러', '모험']",미국,118분 ,2002.10.18,12세 관람가,더그 라이만,"['맷 데이먼', '프란카 포텐테', '크리스 쿠퍼']",,8.74,
체르노빌 다이어리,"['공포', '스릴러']",미국,90분 ,2014.02.13,15세 관람가,브래들리 파커,"['제시 맥카트니', '조나단 새도스키', '올리비아 더들리']",,6.00,
업사이드 다운,['다큐멘터리'],한국,65분 ,2016.04.14,12세 관람가,김동빈,"['박영우', '한복남', '제삼열']",9.14,6.83,8.44
은마는 오지 않는다,['드라마'],한국,123분 ,1991.10.05,청소년 관람불가,장길수,"['이혜숙', '김보연']",,8.33,
"나의 딸, 나의 누나",['드라마'],프랑스,104분 ,2017.03.23,15세 관람가,토마스 비더게인,"['프랑소아 다미앙', '피네건 올드필드']",7.75,7.00,8.80
에이트 빌로우,"['모험', '드라마', '가족']",미국,120분 ,2006.04.06,전체 관람가,프랭크 마샬,['폴 워커'],,6.33,9.24
극락도 살인사건,"['미스터리', '스릴러', '코미디']",한국,112분 ,2007.04.12,15세 관람가,김한민,"['박해일', '박솔미', '성지루']",,5.00,6.92
화이 : 괴물을 삼킨 아이,"['액션', '스릴러']",한국,126분 ,2013.10.09,청소년 관람불가,장준환,"['김윤석', '여진구', '조진웅']",,7.08,7.82
프란시스 하,"['코미디', '멜로/로맨스']",미국,86분 ,2014.07.17,15세 관람가,노아 바움백,"['그레타 거윅', '믹키 섬너', '그레이스 검머']",8.25,6.72,8.07
이다,['드라마'],폴란드,82분 ,2015.02.18,15세 관람가,파벨 포리코브스키,"['아가타 트르제부초우스카', '아가타 쿠레샤', '조안나 쿠릭']",8.78,7.88,8.18
타워 하이스트,"['액션', '코미디', '범죄']",미국,105분 ,2011.11.17,12세 관람가,브렛 래트너,"['벤 스틸러', '에디 머피']",,5.75,7.53
유감스러운 도시,"['액션', '범죄', '코미디']",한국,121분 ,2009.01.22,15세 관람가,김동원,"['정준호', '정웅인', '정운택']",,2.38,5.87
마스크,"['코미디', '판타지', '액션', '범죄']",미국,97분 ,1994.08.20,15세 관람가,척 러셀,['짐 캐리'],,9.19,
귀여운 여도적,"['드라마', '범죄', '멜로/로맨스']",프랑스,110분 ,1990.04.28,NR,끌로드 밀러,"['샤롯 갱스부르', '디디에 베자크', '시몬 드 라 브로스']",,8.25,
위험한 패밀리,"['코미디', '범죄', '스릴러']",미국,111분 ,2014.01.22,청소년 관람불가,뤽 베송,"['로버트 드 니로', '미셸 파이퍼', '토미 리 존스']",7.43,5.00,8.59
나우 이즈 굿,['드라마'],영국,103분 ,2012.11.08,15세 관람가,올 파커,"['다코타 패닝', '카야 스코델라리오', '제레미 어바인']",,6.81,8.78
스위트 보이스,"['코미디', '드라마', '멜로/로맨스']",미국,91분 ,2007.10.04,12세 관람가,그레그 프리티킨,"['애드리언 브로디', '밀라 요보비치']",,8.28,
들어는 봤니? 모건 부부,"['멜로/로맨스', '코미디', '드라마']",미국,103분 ,2010.01.28,15세 관람가,마크 로렌스,"['휴 그랜트', '사라 제시카 파커']",,5.00,6.62
아부의 왕,['코미디'],한국,118분 ,2012.06.21,15세 관람가,정승구,"['송새벽', '성동일', '이병준']",,4.50,5.68
범죄와의 전쟁 : 나쁜놈들 전성시대,"['범죄', '드라마']",한국,133분 ,2012.02.02,청소년 관람불가,윤종빈,"['최민식', '하정우']",,7.50,8.59
황혼의 사무라이,"['액션', '드라마']",일본,128분 ,2007.02.08,15세 관람가,야마다 요지,"['사나다 히로유키', '미야자와 리에', '코바야시 넨지']",,6.67,8.52
유고와 라라: 하늘고래와 구름섬 대모험,"['애니메이션', '코미디', '판타지']",중국,80분 ,2015.04.09,전체 관람가,왕운비,"['이재현', '박리나', '홍진욱']",8.13,5.00,8.29
마당을 나온 암탉,"['애니메이션', '가족', '모험', '드라마']",한국,93분 ,2011.07.28,전체 관람가,오성윤,"['문소리', '유승호', '최민식']",,7.15,8.89
우는 남자,"['액션', '드라마']",한국,116분 ,2014.06.04,청소년 관람불가,이정범,"['장동건', '김민희']",6.82,4.34,5.98
원챈스,"['코미디', '드라마']",영국,106분 ,2014.03.13,12세 관람가,데이빗 프랭클,"['제임스 코든', '알렉산드라 로치', '콤 미니']",8.71,5.85,8.27
DOA,['액션'],독일,85분 ,2006.10.19,12세 관람가,원규,"['제이미 프레슬리', '홀리 벨렌스']",,6.41,
퍼펙트 월드,['드라마'],미국,138분 ,1994.01.15,12세 관람가,클린트 이스트우드,"['케빈 코스트너', '클린트 이스트우드', '로라 던']",,9.05,
어밴던드,"['공포', '미스터리', '스릴러']",스페인,97분 ,2010.04.01,청소년 관람불가,나초 세르다,"['아나스타시아 힐', '카렐 로든']",,3.50,4.71
헝거게임: 캣칭 파이어,"['판타지', '액션']",미국,146분 ,2013.11.21,15세 관람가,프란시스 로렌스,"['제니퍼 로렌스', '조쉬 허처슨', '리암 헴스워스']",,6.86,8.31
이글 아이,"['액션', '스릴러']",미국,117분 ,2008.10.09,12세 관람가,D.J. 카루소,"['샤이아 라보프', '미셸 모나한']",,5.00,7.96
퍼스널 쇼퍼,"['드라마', '스릴러']",프랑스,105분 ,2017.02.09,15세 관람가,올리비에 아사야스,['크리스틴 스튜어트'],7.65,6.86,7.81
스타워즈 에피소드 6 - 제다이의 귀환,"['SF', '모험', '액션', '판타지']",미국,133분 ,1997.05.10,PG,리차드 마퀀드,"['마크 해밀', '해리슨 포드', '캐리 피셔']",,9.01,
다이 하드 2,['액션'],미국,124분 ,1990.12.01,15세 관람가,레니 할린,['브루스 윌리스'],,8.79,
캐빈 인 더 우즈,"['액션', '공포', 'SF', '스릴러']",미국,95분 ,2012.06.28,청소년 관람불가,드류 고다드,"['크리스 헴스워스', '크리스튼 코놀리', '안나 허치슨']",,7.59,6.98
"사랑해, 매기","['코미디', '드라마']",멕시코,107분 ,2016.07.27,15세 관람가,유지니오 델베즈,"['유지니오 델베즈', '제시카 린제이']",8.57,5.67,8.58
디센던트,"['코미디', '드라마']",미국,115분 ,2012.02.16,15세 관람가,알렉산더 페인,"['조지 클루니', '주디 그리어']",,7.96,8.07
좋은 친구들,"['범죄', '드라마']",한국,114분 ,2014.07.10,청소년 관람불가,이도윤,"['지성', '주지훈', '이광수']",7.45,6.29,7.76
다이노X 탐험대,"['애니메이션', '다큐멘터리']",한국,70분 ,2016.05.04,전체 관람가,이동희,"['정준하', '하하']",7.00,6.62,
아파트,"['공포', '스릴러']",한국,90분 ,2006.07.06,청소년 관람불가,안병기,"['고소영', '강성진', '장희진']",,4.67,4.89
바람,"['드라마', '액션', '가족']",한국,107분 ,2009.11.26,청소년 관람불가,이성한,['정우'],,6.25,9.27
뜨거운 녀석들,"['코미디', '액션', '범죄', '미스터리']",영국,120분 ,2007.06.21,청소년 관람불가,에드가 라이트,"['사이먼 페그', '닉 프로스트']",,7.25,7.70
사운드 오브 뮤직,"['멜로/로맨스', '뮤지컬', '드라마']",미국,172분 ,2017.02.02,전체 관람가,로버트 와이즈,"['줄리 앤드류스', '크리스토퍼 플러머', '엘레노 파커']",9.56,9.36,
빠삐용,"['모험', '범죄', '드라마']",미국,150분 ,2016.08.25,청소년 관람불가,프랭클린 J. 샤프너,"['스티브 맥퀸', '더스틴 호프만']",9.33,9.17,
위대한 개츠비,"['드라마', '멜로/로맨스']",미국,141분 ,2013.05.16,15세 관람가,바즈 루어만,"['레오나르도 디카프리오', '캐리 멀리건', '토비 맥과이어']",,5.67,8.30
링,['다큐멘터리'],한국,95분 ,2013.07.25,12세 관람가,이진혁,"['박현성', '박주영', '이혜미']",,5.00,9.14
007 두번 산다,"['액션', '모험', '스릴러']",영국,116분 ,1969.09.20,PG,루이스 길버트,['숀 코네리'],,6.83,
시리어스 맨,['블랙코미디'],미국,105분 ,2010.03.25,15세 관람가,에단 코엔,"['마이클 스털버그', '리차드 카인드']",,8.29,7.32
인디아나 존스 - 최후의 성전,"['모험', '액션', '판타지']",미국,127분 ,1989.07.22,12세 관람가,스티븐 스필버그,['해리슨 포드'],,9.05,
아델라인 : 멈춰진 시간,"['드라마', '멜로/로맨스']",미국,112분 ,2015.10.15,12세 관람가,리 톨랜드 크리거,"['블레이크 라이블리', '미치엘 휘즈먼', '해리슨 포드']",7.70,5.00,8.04
화피,"['판타지', '공포']",홍콩,103분 ,2008.10.23,15세 관람가,진가상,"['천쿤', '자오웨이', '저우쉰']",,2.33,7.54
퍼펙트 스톰,"['스릴러', '드라마']",미국,130분 ,2000.07.29,12세 관람가,볼프강 페터젠,"['조지 클루니', '마크 월버그']",,8.10,
리치 리치,"['코미디', '가족']",미국,90분 ,1995.02.18,전체 관람가,도날드 페트리,['맥컬리 컬킨'],,8.91,
도둑들,"['범죄', '액션', '드라마']",한국,135분 ,2012.07.25,15세 관람가,최동훈,"['김윤석', '김혜수', '이정재']",,7.05,7.60
파가니니: 악마의 바이올리니스트,"['드라마', '뮤지컬']",독일,118분 ,2014.04.23,15세 관람가,버나드 로즈,"['데이비드 가렛', '자레드 해리스', '조엘리 리차드슨']",8.31,5.00,8.15
천하장사 마돈나,"['코미디', '드라마']",한국,116분 ,2006.08.31,15세 관람가,이해영,['류덕환'],,7.20,8.11
크림슨 피크,"['판타지', '스릴러']",미국,118분 ,2015.11.25,청소년 관람불가,길예르모 델 토로,"['톰 히들스턴', '제시카 차스테인', '미아 와시코브스카']",7.38,6.29,7.11
해리 포터와 죽음의 성물 - 2부,"['모험', '판타지', '미스터리']",영국,131분 ,2011.07.13,전체 관람가,데이빗 예이츠,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",,8.36,9.31
블랙의 50가지 그림자,['코미디'],미국,92분 ,2016.10.20,청소년 관람불가,마이클 티데스,"['제인 세이모어', '말론 웨이언스', '칼리 호크']",,4.16,
멋진 하루,"['드라마', '멜로/로맨스']",한국,123분 ,2008.09.25,12세 관람가,이윤기,"['전도연', '하정우']",,7.20,8.06
하늘을 걷는 남자,"['드라마', '모험']",미국,123분 ,2015.10.28,12세 관람가,로버트 저메키스,"['조셉 고든 레빗', '벤 킹슬리', '샬롯 르 본']",8.51,7.38,8.43
내 심장을 쏴라,['드라마'],한국,102분 ,2015.01.28,15세 관람가,문제용,"['이민기', '여진구']",8.00,4.55,7.68
사냥,"['액션', '스릴러']",한국,93분 ,2016.06.29,15세 관람가,이우철,"['안성기', '조진웅', '한예리']",5.95,5.05,6.17
서편제,['드라마'],한국,112분 ,1993.04.10,12세 관람가,임권택,"['김명곤', '오정해', '김규철']",,8.99,
짱구는 못말려 극장판 : 태풍을 부르는 황금 스파이 대작전,['애니메이션'],일본,107분 ,2012.04.26,전체 관람가,마스이 소우이치,"['야지마 아키코', '나라하시 미키', '후지와라 케이지']",,6.00,8.40
19곰 테드,"['코미디', '판타지']",미국,106분 ,2012.09.27,청소년 관람불가,세스 맥팔레인,"['마크 월버그', '밀라 쿠니스', '세스 맥팔레인']",,7.00,7.63
퇴마: 무녀굴,"['공포', '스릴러']",한국,105분 ,2015.08.20,15세 관람가,김휘,"['김성균', '유선', '천호진']",6.86,5.17,6.62
서유기 - 월광보합,"['코미디', '액션', '모험', '판타지', '멜로/로맨스']",홍콩,88분 ,2010.06.01,15세 관람가,유진위,"['주성치', '오맹달']",,9.21,
데스 워터,"['공포', '미스터리']",일본,101분 ,2007.05.31,15세 관람가,야마모토 키요시,"['이가와 하루카', '와타베 아츠로']",,3.00,2.67
포스 카인드,"['미스터리', 'SF', '스릴러']",미국,98분 ,2010.02.25,15세 관람가,올라턴드 오선샌미,"['밀라 요보비치', '윌 패튼']",,5.00,7.25
저스틴,"['애니메이션', '모험']",스페인,90분 ,2013.12.31,전체 관람가,마누엘 시실라,"['시얼샤 로넌', '안토니오 반데라스', '프레디 하이모어']",,5.00,7.87
인투 더 스톰,"['액션', '스릴러']",미국,89분 ,2014.08.28,12세 관람가,스티븐 쿼일,"['리처드 아미티지', '사라 웨인 콜리스', '맷 월쉬']",8.26,4.67,8.23
"조제, 호랑이 그리고 물고기들","['드라마', '멜로/로맨스']",일본,117분 ,2016.03.17,15세 관람가,이누도 잇신,"['츠마부키 사토시', '이케와키 치즈루', '아라이 히로후미']",9.23,8.15,9.00
노브레싱,['드라마'],한국,118분 ,2013.10.30,15세 관람가,조용선,"['서인국', '이종석', '유리']",,4.50,7.59
미안하다 독도야,['다큐멘터리'],한국,98분 ,2009.05.21,전체 관람가,최현묵,['김장훈'],,5.00,9.36
황제펭귄 펭이와 솜이,['다큐멘터리'],한국,79분 ,2012.08.08,전체 관람가,김진만,['송중기'],,5.00,8.70
올드보이,"['액션', '스릴러']",미국,104분 ,2014.01.16,청소년 관람불가,스파이크 리,"['조슈 브롤린', '샬토 코플리', '엘리자베스 올슨']",6.25,4.92,5.71
디스 민즈 워,"['액션', '멜로/로맨스', '코미디']",미국,97분 ,2012.02.29,15세 관람가,맥지,"['리즈 위더스푼', '크리스 파인', '톰 하디']",,8.25,
이번 일요일에,"['드라마', '멜로/로맨스', '가족']",일본,105분 ,2010.03.04,전체 관람가,켄모치 사토시,"['윤하', '이치카와 소메고로', '양진우']",,6.00,8.80
저수지의 개들,"['범죄', '드라마']",미국,99분 ,1996.03.23,청소년 관람불가,쿠엔틴 타란티노,"['하비 케이틀', '마이클 매드슨', '크리스 펜']",,8.28,
베스트 오브 미,"['드라마', '멜로/로맨스']",미국,116분 ,2015.06.18,15세 관람가,마이클 호프만,"['미셸 모나한', '제임스 마스던', '라이아나 리버라토']",7.65,6.00,7.88
일탈여행: 프라이빗 아일랜드,"['드라마', '멜로/로맨스']",한국,90분 ,2013.08.29,청소년 관람불가,한상희,"['손은서', '신소율', '다은']",,4.77,
발렌타인 데이,"['멜로/로맨스', '코미디']",미국,125분 ,2010.02.11,15세 관람가,게리 마샬,"['제시카 알바', '케시 베이츠', '제시카 비엘']",,6.25,7.10
무도리,['코미디'],한국,100분 ,2006.09.21,15세 관람가,이형선,"['박인환', '최주봉', '서희승']",,5.33,6.37
생활의 발견,"['드라마', '멜로/로맨스']",한국,115분 ,2002.03.22,청소년 관람불가,홍상수,"['김상경', '추상미', '예지원']",,7.62,
모넬라,['코미디'],이탈리아,102분 ,1998.11.14,청소년 관람불가,틴토 브라스,"['애너 아미라티', '패트릭 모워', '마리오 파로디']",,6.57,
내일을 향해 쏴라,"['서부', '범죄', '드라마']",미국,110분 ,1970.10.23,15세 관람가,조지 로이 힐,"['폴 뉴먼', '로버트 레드포드', '캐서린 로스']",,9.19,
분노의 질주: 더 세븐,"['액션', '범죄', '스릴러']",미국,138분 ,2015.04.01,15세 관람가,제임스 완,"['빈 디젤', '폴 워커', '드웨인 존슨']",9.21,7.08,9.11
언노운,"['드라마', '스릴러', '액션']",일본,113분 ,2011.02.17,15세 관람가,자움 콜렛 세라,['리암 니슨'],,5.45,7.73
그랜드 부다페스트 호텔,"['미스터리', '모험']",독일,100분 ,2014.03.20,청소년 관람불가,웨스 앤더슨,"['랄프 파인즈', '틸다 스윈튼', '토니 레볼로리']",8.67,8.05,8.36
마이크롭 앤 가솔린,"['드라마', '코미디']",프랑스,104분 ,2016.03.31,15세 관람가,미셸 공드리,"['앙쥬 다르장', '테오필 바케', '오드리 토투']",8.45,6.42,8.49
소시민,['드라마'],한국,117분 ,2017.01.12,15세 관람가,김병준,"['한성천', '황보라', '김상균']",9.00,4.67,5.78
현기증,['드라마'],한국,94분 ,2014.11.06,청소년 관람불가,이돈구,"['김영애', '도지원', '송일국']",8.16,6.00,8.24
몬스터 주식회사 3D,"['애니메이션', '가족', '모험', '판타지', '코미디']",미국,92분 ,2013.02.07,전체 관람가,피트 닥터,"['존 굿맨', '빌리 크리스탈', '매리 깁스']",,9.26,
워크 투 리멤버,"['드라마', '멜로/로맨스']",미국,101분 ,2002.06.21,12세 관람가,애덤 쉥크만,"['쉐인 웨스트', '맨디 무어']",,8.65,
비열한 거리,"['범죄', '액션', '느와르']",한국,141분 ,2006.06.15,청소년 관람불가,유하,"['조인성', '천호진', '남궁민']",,6.50,8.79
콜롬비아나,"['액션', '모험']",미국,105분 ,2011.08.31,15세 관람가,올리비에 메가턴,"['조 샐다나', '마이클 바턴']",,5.38,7.42
더 워너비 - 존 고티,"['범죄', '드라마', '미스터리', '스릴러']",미국,90분 ,2016.09.19,15세 관람가,닉 샌도우,"['빈센트 피아자', '패트리샤 아퀘트', '마이클 임페리올리']",,7.14,
007 살인번호,"['액션', '스릴러']",영국,110분 ,1965.08.20,NR,테렌스 영,['숀 코네리'],,7.78,
강남 1970,"['액션', '드라마']",한국,135분 ,2015.01.21,청소년 관람불가,유하,"['이민호', '김래원', '정진영']",7.76,5.84,7.13
천년을 흐르는 사랑,"['SF', '드라마']",미국,96분 ,2007.03.08,15세 관람가,대런 아로노프스키,"['휴 잭맨', '레이첼 와이즈']",,6.00,6.98
로드 투 퍼디션,"['모험', '범죄', '드라마', '스릴러']",미국,117분 ,2002.09.13,15세 관람가,샘 멘데스,"['톰 행크스', '폴 뉴먼', '주드 로']",,8.25,
파괴된 사나이,"['스릴러', '드라마']",한국,114분 ,2010.07.01,청소년 관람불가,우민호,"['김명민', '엄기준', '박주미']",,4.94,7.71
무스탕: 랄리의 여름,['드라마'],프랑스,97분 ,2016.03.17,15세 관람가,데니즈 겜즈 에르구벤,"['구네스 센소이', '도가 제이넵 도구슬루', '툭바 선구로글루']",8.41,6.94,8.60
아티스트 봉만대,['코미디'],한국,101분 ,2013.08.29,청소년 관람불가,봉만대,"['봉만대', '곽현화', '성은']",,6.75,7.74
히스테리아,"['코미디', '멜로/로맨스']",영국,95분 ,2012.08.23,청소년 관람불가,타니아 웩슬러,"['매기 질렌할', '휴 댄시', '조나단 프라이스']",,6.46,8.01
바후발리: 더 비기닝,"['액션', '전쟁', '드라마']",인도,137분 ,2016.11.10,15세 관람가,SS 라자몰리,"['프라바스', '타만나 바티아', '아누쉬카 쉐티']",9.50,5.83,7.83
예스 맨,"['코미디', '드라마']",미국,104분 ,2008.12.17,15세 관람가,페이튼 리드,"['짐 캐리', '주이 디샤넬']",,5.90,8.86
슈퍼스타 감사용,"['드라마', '코미디']",한국,115분 ,2004.09.17,전체 관람가,김종현,"['이범수', '윤진서', '류승수']",,9.04,
덤 앤 더머 투,['코미디'],미국,108분 ,2014.11.27,15세 관람가,바비 패럴리,"['짐 캐리', '제프 다니엘스', '캐서린 터너']",7.20,4.00,6.71
창,['드라마'],한국,105분 ,1997.09.13,청소년 관람불가,임권택,"['신은경', '한정현']",,7.84,
밀레니엄 : 제3부 벌집을 발로 찬 소녀,"['범죄', '스릴러']",스웨덴,148분 ,2012.04.05,청소년 관람불가,다니엘 알프레드손,"['미카엘 뉘키비스트', '누미 라파스']",,5.00,7.39
클릭,"['코미디', '드라마', '판타지']",미국,107분 ,2007.02.01,12세 관람가,프랭크 코라치,['아담 샌들러'],,5.50,9.13
어떻게 헤어질까,['드라마'],한국,103분 ,2016.11.03,12세 관람가,조성규,"['서준영', '박규리']",8.60,6.25,
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,['애니메이션'],일본,95분 ,2014.04.03,전체 관람가,하시모토 마사카즈,"['야지마 아키코', '후지와라 케이지', '나라하시 미키']",8.26,8.53,
겁쟁이 페달: 스페어바이크,['애니메이션'],일본,60분 ,2016.11.17,전체 관람가,나베시마 오사무,"['모리쿠보 쇼타로', '카키하라 테츠야', '스와베 쥰이치']",8.71,8.59,
헐리우드 키드의 생애,['드라마'],한국,120분 ,1994.07.30,15세 관람가,정지영,"['최민수', '독고영재']",,8.10,
고래 사냥,['드라마'],한국,112분 ,1984.03.31,12세 관람가,배창호,"['김수철', '이미숙', '안성기']",,9.04,
극장판 소드 아트 온라인 -오디널 스케일-,"['애니메이션', 'SF', '액션']",일본,120분 ,2017.02.23,12세 관람가,이토 토모히코,"['마츠오카 요시츠구', '토마츠 하루카', '이토 카나에']",9.27,8.98,
레지던트 이블 3 - 인류의 멸망,"['액션', '공포', 'SF', '모험', '스릴러']",프랑스,94분 ,2007.10.18,청소년 관람불가,러셀 멀케이,['밀라 요보비치'],,7.46,
일 포스티노,"['드라마', '멜로/로맨스']",이탈리아,114분 ,2017.03.23,15세 관람가,마이클 래드포드,"['필립 느와레', '마시모 트로이시']",9.29,9.18,
6번째 날,"['SF', '액션', '스릴러']",미국,123분 ,2000.12.23,12세 관람가,로저 스포티스우드,"['아놀드 슈왈제네거', '토니 골드윈']",,8.11,
팀 버튼의 크리스마스 악몽,"['판타지', '가족', '뮤지컬']",미국,75분 ,2006.12.07,전체 관람가,헨리 셀릭,"['대니 엘프만', '크리스 서랜던', '캐서린 오하라']",,8.86,
지구를 지켜라!,"['SF', '스릴러']",한국,117분 ,2003.04.04,청소년 관람불가,장준환,"['신하균', '백윤식']",,8.92,
장단각지연,['코미디'],대만,95분 ,1988.12.31,NR,왕종,"['주윤발', '왕조현']",,8.03,
라스트 사무라이,"['액션', '모험', '드라마', '전쟁']",미국,153분 ,2004.01.09,15세 관람가,에드워드 즈윅,['톰 크루즈'],,8.02,
생존자들,"['액션', '스릴러']",미국,92분 ,2016.02.01,15세 관람가,피터 엥거트,"['C.J. 톰슨', '모니카 키나', '에드워드 펄롱']",,6.70,
아이스 넥스트 투모로우,"['모험', 'SF']",미국,85분 ,2016.11.10,12세 관람가,에밀 에드윈 스미스,"['바턴 번드', '줄스 하틀리']",,2.62,
귀신이 산다,"['코미디', '공포', '판타지']",한국,123분 ,2004.09.17,12세 관람가,김상진,"['차승원', '장서희']",,6.58,
선물,"['멜로/로맨스', '드라마']",한국,110분 ,2001.03.24,15세 관람가,오기환,"['이정재', '이영애']",,9.01,
다방의 푸른 꿈,['다큐멘터리'],한국,70분 ,2017.01.26,전체 관람가,김대현,"['김민자', '김숙자', '김애자']",8.67,6.00,8.21
아티스트: 다시 태어나다,['드라마'],한국,96분 ,2017.03.09,15세 관람가,김경원,"['류현경', '박정민', '문종원']",8.68,5.50,8.38
롤러코스터,['코미디'],한국,94분 ,2013.10.17,15세 관람가,하정우,"['정경호', '한성천']",,6.47,6.15
