늑대아이,"['애니메이션', '판타지', '멜로/로맨스', '드라마', '모험', '가족']",일본,117분 ,2012.09.13,전체 관람가,호소다 마모루,"['미야자키 아오이', '오오사와 타카오', '쿠로키 하루']",9.36,7.97,9.12
굿바이 싱글,"['코미디', '드라마']",한국,119분 ,2016.06.29,15세 관람가,김태곤,"['김혜수', '마동석', '김현수']",8.42,5.97,8.11
나홀로 휴가,['멜로/로맨스'],한국,95분 ,2016.09.22,청소년 관람불가,조재현,"['박혁권', '윤주', '이준혁']",6.43,6.33,6.54
스폰지밥3D,"['애니메이션', '모험', '코미디', '가족']",미국,92분 ,2015.02.18,전체 관람가,폴 티비트,"['전태열', '이인성', '안토니오 반데라스']",7.92,5.50,8.38
꾸루꾸루와 친구들:무지개 나무의 비밀,['애니메이션'],한국,74분 ,2015.11.19,전체 관람가,문제대,"['조현정', '박신희', '이소은']",7.67,6.79,
천량지전: 새벽이 오기 전에,"['드라마', '멜로/로맨스']",중국,102분 ,2017.02.16,15세 관람가,오중천,"['양자산', '곽부성']",,7.33,
히트,"['범죄', '드라마', '스릴러', '액션']",미국,171분 ,1996.08.10,청소년 관람불가,마이클 만,"['알 파치노', '로버트 드 니로']",9.17,9.12,
마담 뺑덕,['멜로/로맨스'],한국,111분 ,2014.10.02,청소년 관람불가,임필성,"['정우성', '이솜', '박소영']",6.56,5.88,6.66
다이노 타임,"['애니메이션', '모험', '코미디', '가족']",미국,85분 ,2015.04.30,전체 관람가,최윤석,"['멜라니 그리피스', '제인 린치', '윌리암 볼드윈']",8.49,8.42,
베테랑,"['액션', '드라마']",한국,123분 ,2015.08.05,15세 관람가,류승완,"['황정민', '유아인', '유해진']",9.24,7.50,9.02
아기배달부 스토크,"['애니메이션', '코미디', '가족']",미국,87분 ,2016.12.07,전체 관람가,니콜라스 스톨러,"['앤디 샘버그', '케이티 크라운', '켈시 그래머']",8.85,7.00,8.75
지금은맞고그때는틀리다,['드라마'],한국,121분 ,2015.09.24,청소년 관람불가,홍상수,"['정재영', '김민희']",8.43,8.45,6.51
스타워즈 에피소드 3 - 시스의 복수,"['SF', '모험', '액션']",미국,139분 ,2005.05.26,전체 관람가,조지 루카스,"['이완 맥그리거', '나탈리 포트만', '헤이든 크리스텐슨']",,9.07,
평화의 시대,"['판타지', 'SF', '가족']",한국,28분 ,2000.07.15,전체 관람가,로렌스 리,"['H.O.T.', '강타', '문희준']",,4.49,
자칼이 온다,"['코미디', '드라마']",한국,107분 ,2012.11.15,15세 관람가,배형준,"['송지효', '김재중', '오달수']",,3.00,6.32
캐리비안의 해적: 낯선 조류,"['판타지', '액션', '모험']",미국,137분 ,2011.05.19,12세 관람가,롭 마샬,"['조니 뎁', '제프리 러쉬', '페넬로페 크루즈']",,6.08,8.11
하우스,"['코미디', '공포']",미국,88분 ,1987.09.05,청소년 관람불가,스티브 마이너,"['윌리엄 캇', '조지 웬드', '리처드 몰']",,6.08,
성냥팔이 소녀의 재림,"['액션', '판타지', 'SF', '모험']",한국,125분 ,2002.09.13,15세 관람가,장선우,"['임은경', '현성']",,3.96,
미스터 라잇,"['액션', '코미디', '멜로/로맨스']",미국,95분 ,2016.06.16,청소년 관람불가,파코 카베자스,"['안나 켄드릭', '샘 록웰', '팀 로스']",,4.50,7.14
원스 어폰 어 타임,"['코미디', '액션']",한국,110분 ,2008.01.31,12세 관람가,정용기,"['박용우', '이보영']",,6.00,7.99
나의 살던 고향은,['다큐멘터리'],한국,95분 ,2016.11.24,전체 관람가,류종헌,['김용옥'],8.97,5.33,8.95
바이센테니얼 맨,"['SF', '드라마']",미국,133분 ,2000.01.29,전체 관람가,크리스 콜럼버스,['로빈 윌리엄스'],,9.31,
하이 스쿨 뮤지컬: 졸업반,"['뮤지컬', '코미디', '드라마', '가족', '멜로/로맨스']",미국,111분 ,2009.02.19,전체 관람가,케니 오테가,"['잭 에프론', '바네사 허진스', '애슐리 티스데일']",,5.06,9.25
컨테이젼,"['미스터리', '스릴러']",미국,103분 ,2011.09.22,12세 관람가,스티븐 소더버그,"['마리옹 꼬띠아르 ', '맷 데이먼', '로렌스 피시번']",,7.83,6.79
라우더 댄 밤즈,['드라마'],노르웨이,109분 ,2016.10.27,15세 관람가,요아킴 트리에,"['제시 아이젠버그', '이자벨 위페르', '가브리엘 번']",8.14,6.82,7.95
업 포 러브,"['멜로/로맨스', '코미디']",프랑스,98분 ,2016.12.21,15세 관람가,로랑 티라르,"['장 뒤자르댕', '버지니아 에피라', '세드릭 칸']",8.74,6.50,8.25
친구2,"['느와르', '액션']",한국,124분 ,2013.11.14,청소년 관람불가,곽경택,"['유오성', '주진모', '김우빈']",,5.50,6.25
군도:민란의 시대,['액션'],한국,137분 ,2014.07.23,15세 관람가,윤종빈,"['하정우', '강동원']",7.34,7.11,6.92
카 2,['애니메이션'],미국,113분 ,2011.07.20,전체 관람가,존 라세터,"['오웬 윌슨', '마이클 케인']",,5.92,8.13
앙상블,['드라마'],한국,80분 ,2014.12.18,전체 관람가,이종필,"['권혁주', '성민제', '김지윤']",8.00,7.16,
해리 포터와 죽음의 성물 - 1부,"['액션', '모험', '판타지', '미스터리']",영국,146분 ,2010.12.15,전체 관람가,데이빗 예이츠,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",,6.78,8.20
비스트,"['드라마', '판타지']",미국,93분 ,2013.02.07,12세 관람가,벤 제틀린,"['쿠벤자네 왈리스', '드와이트 헨리', '레비 이스털리']",,7.38,7.43
오 그레이스,"['코미디', '범죄']",영국,92분 ,2001.06.23,청소년 관람불가,나이젤 콜,"['브렌다 블레신', '크레이그 퍼거슨']",,8.41,
인베이더,['스릴러'],스페인,100분 ,2014.06.12,청소년 관람불가,다니엘 칼파소로,"['알베르토 암만', '안토니오 데 라 토르레', '인마 케스타']",,6.71,
멋진 악몽,"['코미디', '드라마']",일본,142분 ,2012.04.19,전체 관람가,미타니 코키,"['후카츠 에리', '니시다 토시유키']",,6.89,8.15
소스 코드,"['액션', 'SF', '스릴러']",미국,93분 ,2011.05.04,12세 관람가,던칸 존스,"['제이크 질렌할', '미셸 모나한']",,7.44,8.97
나는 전설이다,"['드라마', 'SF', '스릴러']",미국,97분 ,2007.12.12,12세 관람가,프란시스 로렌스,['윌 스미스'],,7.60,
리클레임,"['스릴러', '드라마', '액션', '범죄']",미국,94분 ,2016.09.26,15세 관람가,앨런 화이트,"['존 쿠삭', '라이언 필립', '레이첼 르페브르']",,6.19,
애비,['드라마'],한국,103분 ,2016.05.12,청소년 관람불가,장현수,"['조상구', '홍경인', '황금희']",,6.55,
인크레더블,"['애니메이션', '가족', '모험', '액션', '코미디']",미국,121분 ,2004.12.15,전체 관람가,브래드 버드,"['크레이그 넬슨', '홀리 헌터']",,9.25,
액트 오브 밸러: 최정예 특수부대,"['액션', '모험', '스릴러']",미국,110분 ,2012.02.29,15세 관람가,마이크 맥코이,"['로셀린 샌체즈', '네스터 세라노', '제이슨 코틀']",,8.23,
태양의 눈물,"['전쟁', '액션', '드라마', '스릴러']",미국,118분 ,2003.04.04,12세 관람가,안톤 후쿠아,['브루스 윌리스'],,8.02,
애프터 어스,"['SF', '액션', '모험']",미국,100분 ,2013.05.30,12세 관람가,M. 나이트 샤말란,"['윌 스미스', '제이든 스미스', '조 크라비츠']",,5.08,6.88
노다메 칸타빌레 최종악장,['드라마'],일본,122분 ,2011.01.13,전체 관람가,카와무라 야스히로,"['타마키 히로시', '우에노 주리']",,6.50,8.90
미친 섹스,['스릴러'],덴마크,76분 ,2015.03.05,청소년 관람불가,폴 슬레딴느,"['크리스토퍼 요너', '세실리 A 모슬리']",,7.03,
문라이트,['드라마'],미국,111분 ,2017.02.22,15세 관람가,배리 젠킨스,"['마허샬라 알리', '나오미 해리스', '알렉스 R. 히버트']",8.40,7.83,8.11
요요마와 실크로드 앙상블,['다큐멘터리'],미국,96분 ,2017.01.12,전체 관람가,모건 네빌,"['요요마', '키난 아즈메흐', '우 만']",8.93,6.75,8.98
악마 같은 여자,['코미디'],미국,96분 ,2002.03.01,청소년 관람불가,데니스 듀간,"['제이슨 빅스', '스티브 잔']",,7.61,
폰티풀,"['판타지', '공포', '미스터리', 'SF']",캐나다,96분 ,2011.03.24,15세 관람가,브루스 맥도널드,"['스티븐 맥허티', '리사 하울']",,5.00,6.63
해바라기,"['액션', '드라마']",한국,116분 ,2006.11.23,15세 관람가,강석범,"['김래원', '김해숙', '허이재']",,5.50,9.21
그녀를 믿지 마세요,"['코미디', '멜로/로맨스']",한국,115분 ,2004.02.20,12세 관람가,배형준,"['김하늘', '강동원']",,8.82,
내 여자친구를 소개합니다,['멜로/로맨스'],한국,123분 ,2004.06.03,15세 관람가,곽재용,"['전지현', '장혁']",,6.18,
피닉스 라이트 사건,"['미스터리', '스릴러']",미국,82분 ,2016.08.03,15세 관람가,키스 아렘,"['마이클 애덤스웨이트', '유리 로웬탈', '트로이 베이커']",,4.24,
관상,['드라마'],한국,139분 ,2013.09.11,15세 관람가,한재림,"['송강호', '이정재', '백윤식']",,6.53,7.96
더 데이,['다큐멘터리'],한국,90분 ,2012.02.23,전체 관람가,백창주,"['박유천', '김재중', '준수']",,8.92,
에일리언 비키니,"['SF', '코미디', '액션']",한국,75분 ,2011.08.25,청소년 관람불가,오영두,"['영건', '하은정']",,6.20,4.53
드래곤볼 Z : 부활의 F,"['액션', '모험', '애니메이션']",일본,94분 ,2015.10.01,전체 관람가,야마무로 타다요시,"['김환진', '최문자', '노자와 마사코']",,5.00,6.18
디 워,"['판타지', '액션']",한국,90분 ,2007.08.01,12세 관람가,심형래,"['제이슨 베어', '아만다 브룩스', '크레이그 로빈슨']",,4.80,7.57
"님아, 그 강을 건너지 마오",['다큐멘터리'],한국,86분 ,2014.11.27,전체 관람가,진모영,"['조병만', '강계열']",9.16,6.00,9.23
갓파 쿠와 여름방학을,['애니메이션'],일본,138분 ,2016.08.25,전체 관람가,하라 케이이치,"['김연우', '전진아', '사문영']",7.50,7.17,9.23
리얼 스틸,"['액션', '드라마', 'SF']",미국,127분 ,2011.10.12,12세 관람가,숀 레비,"['휴 잭맨', '에반젤린 릴리', '다코타 고요']",,6.50,9.06
사랑,"['액션', '드라마']",한국,104분 ,2007.09.19,15세 관람가,곽경택,"['주진모', '박시연', '주현']",,4.40,7.00
옥토퍼스,['스릴러'],미국,100분 ,2000.10.19,PG-13,존 에어스,"['캐롤린 로워리', '제이 해링턴']",,6.31,
나의 절친 악당들,"['액션', '범죄', '드라마']",한국,110분 ,2015.06.25,청소년 관람불가,임상수,"['류승범', '고준희', '류현경']",5.46,5.50,4.84
순종,"['드라마', '다큐멘터리']",한국,88분 ,2016.11.17,전체 관람가,김동민,"['김영화', '김은혜', '한성국']",9.59,5.00,9.01
누가 그녀와 잤을까?,['코미디'],한국,109분 ,2006.11.16,15세 관람가,김유성,"['김사랑', '박준규', '이혁재']",,2.33,4.79
에린 브로코비치,['드라마'],미국,132분 ,2000.05.04,15세 관람가,스티븐 소더버그,['줄리아 로버츠'],,9.00,
신부들의 전쟁,"['코미디', '멜로/로맨스']",미국,89분 ,2009.04.02,12세 관람가,개리 위닉,"['케이트 허드슨', '앤 해서웨이']",,4.75,7.03
앵귀시: 소녀의 저주,['공포'],미국,91분 ,2016.06.30,15세 관람가,소니 몰히,"['라이언 심킨스', '애니카 막스', '캐리너 로귀']",,5.25,
레퀴엠,['드라마'],미국,100분 ,2002.07.12,청소년 관람불가,대런 아로노프스키,"['엘렌 버스틴', '자레드 레토', '제니퍼 코넬리']",,8.83,
존 큐,['드라마'],미국,110분 ,2002.03.15,12세 관람가,닉 카사베츠,['덴젤 워싱턴'],,8.95,
슈렉,"['코미디', '가족', '모험', '판타지', '애니메이션']",미국,90분 ,2001.07.06,전체 관람가,앤드류 아담슨,"['마이크 마이어스', '에디 머피', '카메론 디아즈']",,8.87,
론리 플레이스 투 다이,"['액션', '모험', '스릴러']",영국,99분 ,2012.04.05,청소년 관람불가,줄리언 길베이,"['멜리사 조지', '에드워드 스펠리어스', '이몬 워커']",,6.29,
화차,['미스터리'],한국,117분 ,2012.03.08,15세 관람가,변영주,"['이선균', '김민희', '조성하']",9.00,7.00,7.89
1944,"['전쟁', '액션', '드라마']",에스토니아,96분 ,2015.12.23,15세 관람가,엘모 누가넨,"['카스파 벨버그', '마이켄 슈미트', '마르코 레트']",,8.30,
봄날은 간다,"['드라마', '멜로/로맨스']",한국,106분 ,2001.09.28,15세 관람가,허진호,"['유지태', '이영애']",,9.08,
노인을 위한 나라는 없다,"['범죄', '드라마', '스릴러', '모험']",미국,122분 ,2008.02.21,청소년 관람불가,에단 코엔,"['토미 리 존스', '하비에르 바르뎀', '조슈 브롤린']",,8.33,8.15
아메리칸 지골로,"['드라마', '범죄', '스릴러']",미국,117분 ,1985.06.22,청소년 관람불가,폴 슈레이더,"['리차드 기어', '로렌 허튼', '헥터 엘리존도']",,7.96,
화산고래,['애니메이션'],한국,70분 ,2015.09.10,청소년 관람불가,박혜미,"['이지숙', '김성인', '이영기']",10.0,6.00,7.04
OK 목장의 결투,"['서부', '액션', '스릴러']",미국,117분 ,1958.01.01,12세 관람가,존 스터지스,"['버트 랭커스터', '커크 더글러스']",,8.94,
칠드런 오브 맨,"['SF', '스릴러', '액션']",영국,109분 ,2016.09.22,15세 관람가,알폰소 쿠아론,"['클라이브 오웬', '줄리안 무어', '마이클 케인']",9.06,7.67,8.48
바람의 소리,"['범죄', '드라마', '스릴러', '전쟁']",중국,112분 ,2013.06.13,15세 관람가,진국부,"['리빙빙', '저우쉰']",,7.00,8.73
스페니쉬 아파트먼트,"['코미디', '멜로/로맨스']",프랑스,122분 ,2004.01.01,15세 관람가,세드릭 클래피쉬,"['로망 뒤리스', '주디스 고드레쉬']",,8.16,
란도리,['드라마'],일본,125분 ,2006.12.14,12세 관람가,모리 준이치,"['쿠보즈카 요스케', '코유키', '나이토 타카시']",,6.00,8.80
고스트보트,['공포'],미국,90분 ,2015.10.08,청소년 관람불가,맥 로프그렌,['맥 로프그렌'],,6.44,
딥 블루 씨,"['공포', '스릴러', '액션', 'SF']",미국,123분 ,1999.09.11,12세 관람가,레니 할린,"['세프론 버로우스', '토마스 제인', 'LL 쿨 J']",,8.64,
스파이 브릿지,"['드라마', '스릴러']",미국,141분 ,2015.11.05,12세 관람가,스티븐 스필버그,"['톰 행크스', '마크 라이런스', '오스틴 스토웰']",8.65,8.59,8.39
만담강호,"['코미디', '액션']",한국,73분 ,2017.03.22,청소년 관람불가,오인용,"['정지혁', '김창후', '박주광']",10.0,4.33,8.47
레이드 : 첫번째 습격,"['액션', '범죄', '스릴러']",인도네시아,101분 ,2012.05.17,청소년 관람불가,가렛 에반스,"['이코 우웨이스', '야얀 루히안']",,7.85,7.77
미하엘 콜하스의 선택,['드라마'],프랑스,122분 ,2014.02.27,청소년 관람불가,아르노 데 팔리에르,"['매즈 미켈슨', '브루노 간츠', '폴 바르텔']",8.15,7.83,7.78
피아노,"['드라마', '멜로/로맨스']",오스트레일리아,121분 ,2014.12.04,청소년 관람불가,제인 캠피온,"['홀리 헌터', '하비 케이틀', '샘 닐']",9.60,8.84,
너브,"['스릴러', '모험']",미국,96분 ,2017.01.11,15세 관람가,헨리 유스트,"['엠마 로버츠', '데이브 프랭코', '에밀리 미드']",,8.18,
더 홀,"['드라마', '공포', '미스터리', '스릴러']",영국,102분 ,2001.08.17,청소년 관람불가,닉 햄,"['도라 버치', '데스몬드 헤링턴']",,7.10,
데이비드 게일,"['드라마', '범죄', '스릴러']",미국,130분 ,2003.03.21,15세 관람가,앨런 파커,"['케빈 스페이시', '케이트 윈슬렛', '로라 린니']",,8.78,
세인트 빈센트,"['코미디', '드라마']",미국,102분 ,2015.03.05,12세 관람가,데오도르 멜피,"['빌 머레이', '나오미 왓츠', '멜리사 맥카시']",8.55,6.19,8.40
호텔 르완다,"['드라마', '전쟁']",캐나다,121분 ,2006.09.07,12세 관람가,테리 조지,"['돈 치들', '소피 오코네도', '호아킨 피닉스']",,7.00,9.09
미져리,"['스릴러', '공포', '드라마']",미국,104분 ,1991.03.01,청소년 관람불가,로브 라이너,"['제임스 칸', '케시 베이츠']",,8.96,
말하는 건축가,['다큐멘터리'],한국,95분 ,2012.03.08,전체 관람가,정재은,"['정기용', '승효상', '유걸']",8.00,9.16,
그놈 목소리,"['드라마', '미스터리', '범죄', '스릴러']",한국,122분 ,2007.02.01,12세 관람가,박진표,"['설경구', '김남주']",,5.88,7.46
이니시에이션 러브,['멜로/로맨스'],일본,109분 ,2016.03.17,12세 관람가,츠츠미 유키히코,"['마츠다 쇼타', '마에다 아츠코', '키무라 후미노']",7.45,5.50,7.71
야간비행,['드라마'],한국,134분 ,2014.08.28,청소년 관람불가,이송희일,"['곽시양', '이재준', '최준하']",8.61,7.65,8.14
바다의 뚜껑,['드라마'],일본,84분 ,2016.09.29,전체 관람가,도요시마 케이스케,"['키쿠치 아키코', '미네 아즈사']",7.24,5.50,7.08
스틸 앨리스,['드라마'],미국,101분 ,2015.04.29,12세 관람가,리처드 글랫저,"['줄리안 무어', '알렉 볼드윈', '크리스틴 스튜어트']",8.44,6.57,8.43
밴디다스,"['서부', '액션', '코미디', '범죄', '모험']",프랑스,92분 ,2006.06.22,12세 관람가,에스펜 잔드베르크,"['페넬로페 크루즈', '셀마 헤이엑']",,4.50,6.93
윈드토커,"['드라마', '액션', '전쟁']",미국,135분 ,2002.08.15,15세 관람가,오우삼,['니콜라스 케이지'],,7.12,
투캅스 인 파리,"['액션', '코미디', '범죄']",프랑스,94분 ,2015.03.26,청소년 관람불가,다비드 샤혼,"['오마 사이', '로랑 라피트']",,6.62,
해피 이벤트,"['멜로/로맨스', '드라마']",프랑스,109분 ,2013.04.25,청소년 관람불가,레미 베잔송,"['루이즈 보르고앙', '피오 마르마이']",,6.67,8.87
루퍼,"['SF', '액션']",미국,119분 ,2012.10.11,청소년 관람불가,라이언 존슨,"['조셉 고든 레빗', '브루스 윌리스', '에밀리 블런트']",,6.75,7.99
백발마녀전,"['액션', '공포', '스릴러', '드라마']",홍콩,87분 ,2009.03.27,NR,우인태,"['장국영', '임청하']",,9.22,
브레이킹 던 part2,"['드라마', '판타지', '멜로/로맨스', '스릴러']",미국,115분 ,2012.11.15,15세 관람가,빌 콘돈,"['크리스틴 스튜어트', '로버트 패틴슨', '테일러 로트너']",,5.90,8.71
리플리,"['범죄', '스릴러']",미국,139분 ,2000.03.04,청소년 관람불가,안소니 밍겔라,"['맷 데이먼', '기네스 팰트로', '주드 로']",,8.53,
드림걸즈,"['드라마', '뮤지컬']",미국,129분 ,2007.02.22,12세 관람가,빌 콘돈,"['제이미 폭스', '비욘세', '에디 머피']",,6.40,8.56
제리 맥과이어,"['드라마', '멜로/로맨스']",미국,138분 ,2017.02.14,15세 관람가,카메론 크로우,['톰 크루즈'],,9.15,
그린 랜턴: 반지의 선택,"['액션', '범죄', 'SF', '스릴러']",미국,117분 ,2011.06.16,12세 관람가,마틴 캠벨,"['라이언 레이놀즈', '블레이크 라이블리']",,4.50,5.83
우디 앨런: 우리가 몰랐던 이야기,['다큐멘터리'],미국,113분 ,2012.09.27,15세 관람가,로버트 B. 웨이드,"['우디 앨런', '레티 아론슨', '조슈 브롤린']",,6.89,7.41
잉크하트: 어둠의 부활,"['판타지', '모험']",미국,106분 ,2009.01.29,전체 관람가,이안 소프틀리,"['브렌든 프레이저', '시에나 길로리', '엘리자 베넷']",,5.00,5.97
홍등,['드라마'],중국,123분 ,1992.01.01,15세 관람가,장예모,['공리'],,9.18,
어바웃 러브,"['멜로/로맨스', '코미디']",영국,94분 ,2005.04.21,15세 관람가,존 헤이,"['제니퍼 러브 휴이트', '더그레이 스콧']",,5.69,
도리를 찾아서,"['애니메이션', '모험', '코미디', '가족']",미국,97분 ,2016.07.06,전체 관람가,앤드류 스탠튼,"['엘런 드제너러스', '앨버트 브룩스', '에드 오닐']",8.62,6.52,8.52
토르: 천둥의 신,"['판타지', '액션', '모험', '드라마']",미국,112분 ,2011.04.28,12세 관람가,케네스 브래너,"['크리스 헴스워스', '나탈리 포트만', '톰 히들스턴']",,5.82,7.28
넛잡: 땅콩 도둑들,"['애니메이션', '모험', '코미디', '가족']",한국,86분 ,2014.01.29,전체 관람가,피터 레페니오티스,"['윌 아넷', '캐서린 헤이글', '리암 니슨']",7.33,7.00,6.66
아멜리에,"['코미디', '판타지', '멜로/로맨스']",프랑스,120분 ,2012.02.23,청소년 관람불가,장-피에르 주네,"['오드리 토투', '마티유 카소비츠']",8.80,7.63,8.87
워터호스,"['모험', '가족', '판타지']",미국,111분 ,2008.03.20,전체 관람가,제이 러셀,"['알렉스 에텔', '에밀리 왓슨']",,8.12,
인서전트,"['SF', '액션']",미국,119분 ,2015.03.25,15세 관람가,로베르트 슈벤트케,"['쉐일린 우들리', '테오 제임스', '케이트 윈슬렛']",7.69,5.00,6.92
눈에는 눈 이에는 이,"['범죄', '액션', '스릴러']",한국,101분 ,2008.07.31,15세 관람가,곽경택,"['한석규', '차승원']",,5.67,7.89
마법에 걸린 사랑,"['멜로/로맨스', '드라마', '뮤지컬', '코미디']",미국,106분 ,2008.01.10,전체 관람가,케빈 리마,"['줄리 앤드류스', '에이미 아담스', '패트릭 뎀시']",,6.00,8.99
모데카이,"['액션', '코미디']",미국,106분 ,2015.02.18,15세 관람가,데이빗 코엡,"['조니 뎁', '기네스 팰트로', '이완 맥그리거']",7.44,4.65,5.57
아메리칸 허슬,"['범죄', '드라마']",미국,138분 ,2014.02.20,청소년 관람불가,데이빗 O. 러셀,"['크리스찬 베일', '에이미 아담스', '브래들리 쿠퍼']",7.73,7.67,7.48
라자루스 ,"['공포', '스릴러']",미국,83분 ,2015.07.02,15세 관람가,데이빗 겔브,"['올리비아 와일드', '에반 피터스', '마크 듀플라스']",6.11,4.38,5.70
울트라바이올렛,"['액션', 'SF', '공포', '스릴러']",미국,87분 ,2006.07.20,12세 관람가,커트 위머,['밀라 요보비치'],,4.50,5.70
브룩클린 브라더스,['코미디'],미국,96분 ,2014.01.09,15세 관람가,라이언 오넌,"['라이언 오넌', '마이클 웨스톤', '아리엘 케벨']",9.00,8.35,
다우트,"['드라마', '미스터리']",미국,104분 ,2009.02.12,15세 관람가,존 패트릭 샌리,"['메릴 스트립', '필립 세이모어 호프만']",,8.21,8.57
로봇,"['애니메이션', '코미디', '가족', '판타지', 'SF']",미국,90분 ,2005.07.28,전체 관람가,크리스 웨지,"['이완 맥그리거', '할리 베리']",,8.00,8.46
본 얼티메이텀,"['액션', '미스터리', '스릴러']",미국,115분 ,2016.07.14,12세 관람가,폴 그린그래스,"['맷 데이먼', '줄리아 스타일스', '데이빗 스트라탄']",8.49,7.75,9.25
마세티 킬즈,"['코미디', '액션', '범죄', '스릴러']",미국,107분 ,2013.11.21,청소년 관람불가,로버트 로드리게즈,"['멜 깁슨', '엠버 허드', '미셸 로드리게즈']",,7.00,6.64
하이큐!! 끝과 시작,['애니메이션'],일본,89분 ,2016.11.16,12세 관람가,미츠나카 스스무,"['무라세 아유무', '이시카와 카이토', '히노 사토시']",9.09,8.90,
국화꽃 향기,"['드라마', '멜로/로맨스']",한국,97분 ,2003.02.28,15세 관람가,이정욱,"['장진영', '박해일']",,8.50,
신용문객잔,"['액션', '드라마']",홍콩,85분 ,1992.09.05,청소년 관람불가,리후이민,"['웅흔흔', '양가휘', '장만옥']",,8.73,
스켈리톤 키,"['공포', '스릴러', '드라마', '멜로/로맨스', '미스터리']",미국,103분 ,2005.08.25,12세 관람가,이언 소프트리,"['케이트 허드슨', '제나 로우랜즈', '피터 사스가드']",,4.67,7.81
새드 무비,"['멜로/로맨스', '드라마']",한국,108분 ,2005.10.20,12세 관람가,권종관,"['정우성', '임수정', '차태현']",,5.00,6.58
트리플 9,"['범죄', '스릴러']",미국,115분 ,2016.04.20,청소년 관람불가,존 힐코트,"['치웨텔 에지오포', '케이시 애플렉', '케이트 윈슬렛']",6.21,6.25,8.48
이탈리안 잡,"['범죄', '드라마', '액션', '모험', '스릴러']",미국,103분 ,2003.10.02,15세 관람가,F. 게리 그레이,"['마크 월버그', '샤를리즈 테론', '에드워드 노튼']",,8.52,
고스트 라이더 3D : 복수의 화신,"['액션', '판타지', '스릴러']",미국,95분 ,2012.02.16,15세 관람가,마크 네빌딘,"['니콜라스 케이지', '비올란테 플라치도', '시아란 힌즈']",,5.80,
슬럼독 밀리어네어,"['범죄', '드라마', '멜로/로맨스']",영국,120분 ,2009.03.19,15세 관람가,대니 보일,"['데브 파텔', '프리다 핀토', '타나이 크헤다']",,7.27,8.83
데어데블,"['액션', '모험', '판타지']",미국,102분 ,2003.03.21,15세 관람가,마크 스티븐 존슨,"['벤 애플렉', '제니퍼 가너', '마이클 클락 던칸']",,6.97,
폭스캐처,"['드라마', '스릴러']",미국,134분 ,2015.02.05,청소년 관람불가,베넷 밀러,"['채닝 테이텀', '스티브 카렐', '마크 러팔로']",8.40,8.00,8.16
사랑에 빠지는 아주 특별한 법칙,"['멜로/로맨스', '코미디']",아일랜드,90분 ,2004.11.12,15세 관람가,피터 호윗,"['피어스 브로스넌', '줄리안 무어', '파커 포시']",,6.88,
하프,['드라마'],한국,96분 ,2016.01.21,청소년 관람불가,김세연,"['안용준', '정유석']",7.67,4.00,8.36
웨딩 싱어,"['코미디', '멜로/로맨스']",미국,99분 ,1998.05.02,15세 관람가,프랭크 코라치,"['아담 샌들러', '드류 베리모어']",,8.72,
비긴 어게인,"['드라마', '멜로/로맨스', '코미디']",미국,104분 ,2014.08.13,15세 관람가,존 카니,"['키이라 나이틀리', '마크 러팔로', '애덤 리바인']",9.13,5.60,9.02
라이프,['드라마'],캐나다,111분 ,2015.10.15,15세 관람가,안톤 코르빈,"['데인 드한', '로버트 패틴슨', '벤 킹슬리']",8.13,7.10,7.86
백프로,"['코미디', '드라마']",한국,109분 ,2014.04.03,15세 관람가,김명균,"['윤시윤', '여진구', '천호진']",5.08,5.31,
도라에몽:스탠바이미,['애니메이션'],일본,95분 ,2015.02.12,전체 관람가,야마자키 타카시,"['미즈타 와사비', '오오하라 메구미', '카카즈 유미']",8.50,7.00,8.74
"내 어깨 위 고양이, 밥",['드라마'],영국,103분 ,2017.01.04,12세 관람가,로저 스포티스우드,['루크 트레더웨이'],9.28,6.00,9.14
하이힐을 신고 달리는 여자,['코미디'],미국,90분 ,2012.02.02,15세 관람가,더글러스 맥그라스,"['사라 제시카 파커', '피어스 브로스넌', '그렉 키니어']",,5.31,7.69
솔로이스트,['드라마'],영국,116분 ,2009.11.19,12세 관람가,조 라이트,"['제이미 폭스', '로버트 다우니 주니어']",,6.06,6.60
에어 포스 원,"['스릴러', '액션']",미국,124분 ,1997.09.13,15세 관람가,볼프강 피터젠,"['해리슨 포드', '게리 올드만']",,7.68,
우아한 세계,"['범죄', '느와르', '액션', '코미디']",한국,112분 ,2007.04.05,15세 관람가,한재림,['송강호'],,6.67,8.32
사랑이 지나간 자리,['드라마'],미국,105분 ,1999.10.09,12세 관람가,울루 그로스바드,['미셸 파이퍼'],,8.52,
스와핑 : 친구의 아내,['멜로/로맨스'],한국,80분 ,2016.11.15,청소년 관람불가,홍성수,"['한나', '이채담', '김철수']",,7.00,
태풍이 지나가고,['드라마'],일본,117분 ,2016.07.27,12세 관람가,고레에다 히로카즈,"['아베 히로시', '키키 키린', '마키 요코']",8.66,7.07,8.60
스페이스 비트윈 어스,"['모험', '드라마', '멜로/로맨스', 'SF']",미국,121분 ,2017.03.16,12세 관람가,피터 첼섬,"['게리 올드만', '에이사 버터필드', '칼라 구기노']",8.37,7.64,
