"user_pk","id","genre_cluster","grade_cluster","nation_cluster"
839,"sunh****",10,2,28
860,"dhkd****",32,15,20
865,"cjsw****",15,13,9
866,"tnwl****",13,22,40
871,"popo****",19,36,38
873,"pear****",1,2,16
884,"says****",36,38,39
889,"kara****",32,38,4
890,"dmsq****",32,23,17
900,"toda****",22,22,13
906,"byeo****",19,25,11
908,"wogu****",10,39,25
911,"euge****",9,8,27
918,"tige****",37,4,10
922,"glob****",29,2,19
926,"jisu****",27,36,35
933,"qkra****",2,25,29
935,"tear****",33,27,1
939,"godo****",1,37,39
951,"rina****",12,37,25
953,"trip****",28,21,2
959,"algu****",36,27,1
976,"seal****",36,27,18
977,"kate****",9,21,31
978,"road****",14,7,28
983,"sumi****",11,2,21
987,"huma****",27,37,27
989,"haer****",26,27,19
991,"robo****",28,9,1
1003,"kari****",39,2,9
1015,"mool****",22,27,4
1017,"akaa****",4,14,23
1021,"wlgh****",37,8,20
1023,"tjsg****",26,38,4
1024,"sham****",35,22,31
1026,"thal****",37,37,3
1036,"wngm****",2,4,32
1037,"woos****",21,8,21
1050,"kimg****",3,35,20
1058,"brig****",20,28,26
1059,"qkrq****",21,15,36
1061,"tori****",20,40,39
1064,"sere****",24,12,10
1069,"bird****",30,12,39
1070,"hany****",24,34,20
1071,"rjsg****",37,33,5
1080,"nobl****",21,19,26
1083,"bono****",7,37,23
1089,"natu****",25,23,3
1094,"pica****",38,15,23
1098,"boun****",38,34,13
1100,"sera****",4,1,4
1106,"moto****",38,16,18
1114,"chlt****",9,28,5
1123,"dbsg****",40,21,11
1127,"chlw****",40,13,35
1128,"nick****",40,23,10
1129,"sams****",40,21,15
1137,"mong****",20,36,8
1149,"woon****",36,8,7
1152,"hjin****",39,37,8
1153,"jiyu****",11,13,30
1155,"danc****",40,12,31
1156,"sksk****",9,12,26
1157,"barb****",19,28,31
1160,"xxxx****",28,17,23
1167,"mich****",6,28,15
1171,"peri****",32,40,25
1173,"sain****",33,9,25
1174,"domi****",20,26,20
1186,"chik****",35,31,29
1189,"easy****",1,13,15
1193,"xogu****",2,7,15
1194,"gksr****",40,40,15
1195,"ghdw****",27,32,32
1199,"rand****",22,9,7
1203,"noma****",4,31,25
1208,"skyk****",29,22,20
1212,"choy****",24,30,40
1214,"burn****",24,6,4
1220,"wngu****",40,23,8
1224,"hone****",15,4,11
1232,"youj****",18,39,25
1235,"chuc****",1,6,4
1241,"neve****",5,15,2
1255,"tjrw****",10,38,21
1262,"oliv****",24,13,14
1263,"devi****",15,11,35
1270,"cpfl****",36,17,1
1275,"thdw****",40,28,27
1278,"soyo****",10,35,30
1284,"znzl****",17,6,23
1293,"sund****",7,21,11
1305,"yunm****",20,40,30
1315,"juni****",9,23,36
1319,"mido****",27,23,29
1338,"leek****",2,8,22
1339,"juju****",2,38,6
1343,"tjsd****",24,36,39
1345,"sola****",19,20,30
1353,"rudg****",36,11,18
1358,"expr****",4,1,17
1363,"arom****",2,4,31
1365,"litt****",5,20,34
1371,"kaka****",24,28,35
1375,"food****",6,27,12
1383,"wjsw****",29,9,1
1385,"euro****",33,34,26
1389,"saku****",29,13,36
1403,"seve****",11,26,24
1407,"kyou****",12,11,24
1410,"inte****",6,2,11
1429,"fjqm****",1,24,40
1434,"wkdt****",6,33,40
1437,"abcd****",2,35,35
1439,"hyde****",22,2,14
1445,"wown****",28,15,25
1449,"chal****",23,33,23
1457,"whdt****",24,10,37
1459,"witc****",4,14,27
1474,"miro****",8,30,15
1475,"asas****",24,21,5
1488,"tnal****",22,15,18
1502,"kido****",31,4,23
1504,"sans****",3,28,18
1505,"sinh****",7,16,33
1513,"rook****",20,3,1
1515,"dbse****",16,38,33
1517,"gust****",37,21,7
1529,"memo****",4,26,40
1537,"skad****",33,12,8
1543,"dudg****",40,36,4
1545,"dkfm****",37,36,4
1550,"joke****",32,11,18
1555,"hanh****",16,27,12
1557,"dele****",10,3,25
1561,"bear****",37,36,28
1565,"baks****",27,13,3
1568,"even****",2,17,32
1571,"some****",17,30,33
1578,"tkdd****",40,16,34
1585,"wkdg****",39,36,18
1594,"dldl****",1,36,35
1600,"band****",9,4,6
1610,"hele****",9,36,15
1613,"tlsc****",15,37,18
1619,"arch****",1,12,1
1631,"cass****",39,36,15
1645,"dmsd****",1,26,40
1653,"subi****",26,15,34
1660,"dbwl****",15,11,11
1661,"mast****",14,20,12
1665,"lotu****",17,34,32
1666,"wang****",29,14,24
1667,"nuno****",6,27,40
1676,"rkdg****",24,38,24
1677,"mand****",7,27,25
1679,"nayo****",26,12,15
1681,"reco****",34,24,34
1685,"dbal****",20,11,34
1689,"wjdr****",37,8,35
1706,"thfk****",12,20,38
1719,"chaj****",40,9,17
1720,"rhwl****",13,14,18
1726,"dlst****",3,23,13
1728,"sorr****",26,27,14
1737,"whdu****",31,33,27
1739,"gaga****",12,3,20
1744,"junk****",32,7,25
1747,"figh****",18,7,6
1749,"rlaa****",11,36,35
1759,"myun****",32,16,39
1765,"dlwj****",7,25,11
1769,"myst****",27,23,8
1772,"shsh****",17,40,8
