"","user_pk","id","12세 관람가_mean","12세 관람가_std","12세 관람가_count","15세 관람가_mean","15세 관람가_std","15세 관람가_count","G_mean","G_std","G_count","NR_mean","NR_std","NR_count","PG_mean","PG_std","PG_count","PG-13_mean","PG-13_std","PG-13_count","R_mean","R_std","R_count","전체 관람가_mean","전체 관람가_std","전체 관람가_count","청소년 관람불가_mean","청소년 관람불가_std","청소년 관람불가_count"
"1",3,"0106****",8.57894736842105,2.36900577577408,19,7.69230769230769,2.8792257341866,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66666666666667,0.471404520791053,3,7.0625,3.13186745409189,16
"2",4,"jjun****",9.33333333333333,1.05409255338945,18,8.14705882352941,2.73466153343008,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18181818181818,3.32533475603125,11,9.4,1.28062484748656,10
"3",14,"salt****",8.5,2.81365716935569,18,8.88461538461539,1.94791650186163,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,10,0,4
"4",15,"dani****",8.25,2.77263412660235,20,8.23809523809524,2.72387612306193,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.5,2,6.88888888888889,3.17785547690557,9
"5",22,"jhpa****",7.15384615384615,2.79687060964582,13,8,2.56347977784662,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2,9,0.894427190999914,5
"6",26,"wjsr****",8.4375,1.69443021396574,16,7.43478260869565,3.00472218142104,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,2,7.8,1.6,5
"7",30,"wooj****",7.53333333333333,3.27346231925091,30,7.92592592592593,2.82745699022108,27,NA,NA,NA,NA,NA,NA,6,0,1,NA,NA,NA,NA,NA,NA,6,3.54562104171167,7,7.77272727272727,2.89092338475597,22
"8",33,"ssam****",5.89473684210526,3.56731856901696,19,7.53846153846154,2.89868364329489,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.94392028877595,3,8,1.91485421551268,6
"9",41,"yjh8****",6.71428571428571,3.45229884959845,7,9.63636363636364,1.14991914915214,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,2,10,0,7
"10",44,"leec****",9,1.35873244097351,13,7.25,2.77263412660235,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33333333333333,0.942809041582054,6,8.26666666666667,1.6918103387266,15
"11",49,"rudt****",8.16666666666667,2.4438130497692,12,9.2,1.16619037896907,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,4,6.5,3.20156211871642,4
"12",51,"ckdg****",7.69230769230769,3.30232122056395,26,8,2.81577190634672,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,5,7.58823529411765,3.27304182193966,17
"13",55,"kais****",7.14285714285714,3.62249209517313,14,8.09090909090909,2.98342528753126,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,3.34477204006491,4,8.54545454545454,2.53569557836025,11
"14",58,"mien****",6,2.94392028877595,15,5,4.04145188432738,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.125,3.13996417177012,8,7,2,2
"15",66,"zmff****",8.75,2.48746859276655,12,7.27777777777778,3.61794225670332,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57142857142857,3.11022015101103,7,9.11111111111111,1.19670329047434,9
"16",67,"psyc****",7.52380952380952,1.89281970612874,21,7.25,3.26917420765551,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16666666666667,0.687184270936281,6,8.37037037037037,2.39053919453406,27
"17",72,"tndu****",8.8125,2.12775556631865,16,8.5,2.44608530786098,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14285714285714,3.94347821195493,7,8,2.94392028877595,9
"18",78,"ekdn****",6.8,3.24961536185438,5,6.78947368421053,3.00138472197542,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,6.2,2.71293199325011,5
"19",79,"sean****",6.42857142857143,3.43055498177674,21,6.22222222222222,3.29234053111757,18,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,NA,10,0,1,6.52941176470588,3.59930789194785,17
"20",82,"vero****",8.75,2.61804634540084,12,8.21739130434783,2.81234115283413,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,1.24721912892464,3,8.11111111111111,2.88461221905493,9
"21",84,"hyej****",8.04545454545454,2.70483191760216,22,7.64516129032258,3.01125187873934,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2.69258240356725,10,8.22222222222222,2.19988776369148,9
"22",87,"momo****",6.23529411764706,3.90368471130284,17,5.68965517241379,3.37438064075174,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4.24264068711928,3,6.46666666666667,3.94743235815666,15
"23",93,"choo****",7.93333333333333,2.20504472113883,15,8.25,1.93879564973428,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,3.38230690505755,5,8.14285714285714,1.98292026796734,21
"24",94,"iamy****",5.83333333333333,3.13138237134266,12,6.75,3.69966214673719,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1.38443731048635,6,6.75,3.69966214673719,4
"25",98,"thdu****",7.85714285714286,3.17033443159602,28,8.16216216216216,2.90864056212681,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58823529411765,2.70204331243667,17,6.375,3.47985272676876,16
"26",103,"sunw****",6.9,2.3,10,6.68181818181818,3.0209324815115,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,8,1.52752523165195,6
"27",109,"sky_****",7.45454545454545,3.17271424847548,11,7.81818181818182,2.16661368869327,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,2.98142396999972,6,7.6,3.03973683071413,10
"28",110,"tlsw****",7.41176470588235,3.2003460020554,17,7.26086956521739,2.67382467156901,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,3.5,2,8.06666666666667,2.69485105752103,15
"29",113,"dbfl****",9,1.89736659610103,25,8.07894736842105,2.7084815997487,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,6.16666666666667,4.05859855396197,6,8.57142857142857,1.84058553238931,7
"30",130,"kooo****",6.8,1.93907194296653,5,8.26315789473684,2.61256287284018,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,2,7.75,3.89711431702997,4
"31",134,"soli****",7.625,3.19912097301743,16,7.72,2.89164313150845,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,1.16619037896907,5,7.75,2.27760839478607,8
"32",147,"skul****",8.64285714285714,2.55250976931509,14,9.13333333333333,1.4079141387962,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,0.433012701892219,4,7.44444444444444,3.65486315631078,9
"33",151,"rkdu****",9.33333333333333,1.13529242439509,15,7.76923076923077,3.44526087331672,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,5,9,0.894427190999914,5
"34",158,"suri****",8.58333333333333,2.59673940848048,12,8.18518518518519,2.43488591316942,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,2.04633819296811,4,5.83333333333333,3.62476052848859,6
"35",161,"tlsd****",8.12121212121212,2.78260370503006,33,9.38888888888889,1.58601138040224,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,1.29957257930786,15,8.625,1.11102430216445,8
"36",166,"tldm****",8.83333333333333,1.95078331845327,12,7.8125,2.37746582520128,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,7.5,3.278719262151,4
"37",172,"tiny****",8.42857142857143,1.76126114370542,7,7.4,2.65329983228432,15,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4.24264068711928,3,6.14285714285714,2.79941684889506,7
"38",174,"yung****",6.125,3.72281815295886,8,6.86363636363636,3.89983046887303,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,3.77491721763537,4,7.66666666666667,3.17104959840674,12
"39",177,"book****",6.14285714285714,3.64215679542342,14,4.41666666666667,3.66192875711997,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,2,8.33333333333333,2.27058484879018,15
"40",178,"dlxo****",8.29411764705882,2.86489309691433,17,6.54166666666667,2.72303700958242,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,3.77491721763537,4,6.66666666666667,1.24721912892464,3
"41",188,"cara****",9.1578947368421,1.30840030470064,19,7.67857142857143,2.72624246155467,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,1.08972473588517,8,7.1,2.50798724079689,10
"42",190,"euns****",9.7,0.556776436283017,20,8.15384615384615,2.86927545163531,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,1.65359456941537,8,8.07692307692308,2.92105193016116,13
"43",197,"hung****",7.5,2.73353657780945,18,8.28571428571429,2.37332110369088,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,7.8,2.85657137141714,5,9.33333333333333,0.471404520791008,3
"44",200,"poin****",8.66666666666667,2.10818510677892,9,8.27777777777778,2.7448042948968,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,8.33333333333333,1.33333333333333,9
"45",203,"arro****",7.07692307692308,3.5833275996468,13,7.07142857142857,3.53481229475961,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,8.22222222222222,2.93552106969398,9
"46",207,"ehdr****",7.9,3.56230262611137,10,8.61538461538461,1.68880756923848,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,3.6,5,8.85714285714286,1.35526185435787,7
"47",214,"ghos****",8.21739130434783,2.65324283519867,23,7.80645161290323,2.95579643585943,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05882352941176,2.7109926168948,17
"48",218,"chil****",7.8,2.22710574513201,5,8.78571428571429,2.27340435183422,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,8.5,1.89296944860009,6
"49",226,"pine****",5,4.06201920231798,8,7.70588235294118,3.07293126743741,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,8,2.40831891575846,10
"50",234,"rich****",9,1.26491106406735,15,9.04166666666667,1.51325164977791,24,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,4.42857142857143,2.92072118575155,7,7.66666666666667,3.09120616516523,9
"51",236,"0119****",8.21739130434783,2.74980666101598,23,8.65384615384615,1.87989990920769,26,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,8.42857142857143,1.59078981795143,7,8.5,2.09591439301731,14
"52",237,"davi****",6.84375,3.36442208075919,32,8.13793103448276,2.62250390921815,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.25630429927107,11,8.08333333333333,2.56444709223819,12
"53",248,"hanb****",6.56521739130435,3.79732270624314,23,8.4375,2.48668328300972,32,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,8,2.44948974278318,5,8.4375,2.97843813936096,16
"54",250,"seok****",8.31818181818182,2.4566489303403,22,8.125,2.6850279328156,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66666666666667,0.666666666666676,9,9.23076923076923,1.18671143234935,13
"55",252,"dbsw****",8.25806451612903,2.72346721538135,31,8.22916666666667,2.93143582092841,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,0.799999999999991,5,7.9,3.01496268633627,10
"56",261,"kkam****",8.1,2.5475478405714,10,8.11111111111111,2.3778816176703,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,3.89711431702997,4,8.22222222222222,2.1487866228682,9
"57",266,"tall****",8.41666666666667,1.49768339630095,12,7.125,1.69096865730859,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,1.29903810567666,4,7.16666666666667,2.6718699236469,6
"58",272,"leen****",5.66666666666667,3.39934634239519,9,7.90476190476191,2.75861873484957,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,0.471404520791038,3,8.33333333333333,3.19722101554181,9
"59",289,"sksd****",9.18181818181818,2.58731808559231,11,9.20689655172414,1.49434128827727,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,2.8613807855649,4,7.66666666666667,1.37436854187255,6
"60",290,"rkdt****",8.17391304347826,3.44714341615909,23,7.69047619047619,3.15087361459443,42,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88888888888889,0.314269680527344,9,9.69230769230769,0.461538461538487,13
"61",294,"kenn****",8.13333333333333,2.24697327284703,15,6.5,3.48209706929603,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,1.35646599662505,5,6.16666666666667,4.05859855396197,6
"62",309,"ekdu****",9.9,0.299999999999982,10,8.28571428571429,2.3430313524081,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,1.88561808316413,3,9,0.816496580927729,3
"63",313,"anna****",9.22222222222222,1.03040205505509,18,7.42857142857143,2.79576939868299,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,0.433012701892219,4,7.125,3.55096817783545,8
"64",321,"gkst****",7.875,3.47985272676876,24,7.91891891891892,3.61960411735853,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.625,0.695970545353753,8,6.64285714285714,3.88416460694929,14
"65",329,"bles****",8.3,0.781024967590656,10,6.33333333333333,2.02758751009941,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66666666666667,1.24721912892464,3,5.6,3.38230690505755,5
"66",332,"muse****",7.52941176470588,3.18299982552204,17,7.71428571428571,3.09212297455905,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,3.68178700572909,3,6.93333333333333,3.35592345297419,15
"67",338,"gpal****",9.72727272727273,0.616575453011399,11,7.91666666666667,3.14797112792068,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.866025403784439,4,9.66666666666667,0.471404520791053,3
"68",341,"wooo****",6,3.286335345031,5,7.53846153846154,2.40561473401721,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,5.66666666666667,3.12694383988229,9
"69",351,"lieb****",8.61538461538461,1.44320484917644,13,7.86666666666667,2.02868320729373,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,6
"70",356,"hyou****",7.75,1.92028643696715,4,7.47619047619048,2.78805355586751,21,NA,NA,NA,10,0,2,10,0,1,NA,NA,NA,NA,NA,NA,10,0,1,8,1.87082869338697,4
"71",357,"dksg****",9.6,0.663324958071078,10,7.35714285714286,3.17596201077367,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.5,2,4.5,3.5,2
"72",358,"lala****",7.78947368421053,2.66712830722525,19,7.84,2.97563438614357,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,2,6.5625,3.58763065964154,16
"73",361,"haes****",9.17647058823529,2.14846851385291,17,6.25,3.2945662334618,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66666666666667,2.62466929133727,6,7.6,3.26190128606002,15
"74",365,"mono****",7.72727272727273,2.39662296844801,22,7.21428571428571,2.79485679235912,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28571428571429,2.43276948084663,7,6.92,3.33370664576234,25
"75",370,"bill****",8.55555555555556,2.83278861866266,9,4.22222222222222,3.73505251421591,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,6.83333333333333,3.8477987935384,6
"76",371,"beau****",5.76190476190476,4.11622529237606,21,7.8,3.28024389337134,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81818181818182,0.574959574576073,11,9.4375,1.05881714663109,16
"77",381,"joll****",8.08333333333333,2.49861072509416,12,7.09090909090909,3.80082635643034,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,7.11111111111111,3.41384255460827,9
"78",388,"taej****",7.6,3.05068298363935,15,6.05555555555556,3.56638974348978,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.979795897113275,5
"79",389,"jinh****",8.53571428571429,2.27536720517092,28,8.625,1.69096865730859,32,NA,NA,NA,NA,NA,NA,4,0,1,NA,NA,NA,NA,NA,NA,7,3.46410161513775,6,9.35294117647059,1.45283400414452,17
"80",394,"tops****",7.5,2.29128784747792,12,6.94444444444444,3.20541594150037,18,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,10,0,6,7.81818181818182,2.58731808559231,11
"81",398,"ehdd****",8.23684210526316,2.69926121009665,38,7.91176470588235,2.95423571343233,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.22222222222222,1.87247772737253,9,8,2.3741027013092,11
"82",400,"mona****",8.69230769230769,2.49259257631072,13,9,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,2,8.14285714285714,2.0303814862217,7
"83",401,"them****",7.68181818181818,3.26672429251472,22,8.48148148148148,2.42472404493821,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,6,9.09090909090909,1.83176742541908,11
"84",402,"rhdm****",8,2.03306009093026,15,8.22222222222222,2.06977066779969,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,3.89711431702997,4,8.88888888888889,1.19670329047433,9
"85",403,"dusg****",9,1.26491106406735,5,7.23076923076923,3.06729262113491,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14285714285714,1.72614942479923,7,9.8,0.399999999999978,5
"86",408,"arti****",7.76470588235294,2.96110892909488,17,7.41666666666667,3.09457410460452,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42857142857143,2.96922995583236,7,7.23529411764706,2.79767575308097,17
"87",411,"ekdm****",5.22222222222222,3.76468318802165,9,7.43333333333333,3.49936502176546,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,1.39194109070751,8,9.25,1.29903810567666,8
"88",430,"gray****",7.66666666666667,2.55536974426687,39,7.80645161290323,2.94486272026508,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44444444444444,3.53116635157127,9,6.58333333333333,3.25213605018131,12
"89",434,"lady****",8.95238095238095,1.55765973655201,21,8.63157894736842,1.76845238067489,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,3.07205143186113,8,8.2,1.64113781667883,15
"90",438,"gpfl****",7.94444444444444,3.02714060573895,18,8.03846153846154,2.68157200208513,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,3.6,5,7.46153846153846,3.24903262799121,13
"91",445,"jini****",7.92,2.81311215560276,25,8.5,1.87082869338697,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,9.2,0.600000000000011,10,8.66666666666667,2.56038191595621,6
"92",453,"simo****",9.41666666666667,0.862006702732393,12,8.66666666666667,2.26077666104176,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,2,9.8,0.399999999999978,5
"93",457,"dkst****",8.26666666666667,2.64491125665031,15,8.42857142857143,2.92072118575155,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,6,5.77777777777778,3.29234053111757,9
"94",473,"fait****",6.81818181818182,2.20817414572566,11,8.22727272727273,2.19362336582067,22,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,10,0,2,7.5,2.65518360947035,10
"95",475,"piao****",8.7,2.60959767013998,10,6.91666666666667,3.27766007321619,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,4.02768199119819,3,6.44444444444444,3.80383172636082,9
"96",478,"basi****",6.91666666666667,2.25308430576596,12,6.11111111111111,2.28251539824157,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.5,2,6.28571428571429,3.0572763655761,7
"97",492,"phil****",7.8,2.93549703749516,35,8.19354838709677,1.87374654599453,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14285714285714,2.99659670905758,7,7.55555555555556,2.47705520106755,18
"98",494,"hana****",8.4,2.29782505861521,25,6.7741935483871,3.756368162067,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.625,0.695970545353753,8,7.76190476190476,3.20572051042035,21
"99",496,"sinb****",7.5,1.70782512765993,12,7.3448275862069,2.65584407089237,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,2,7.46153846153846,2.84511415521645,13
"100",499,"wlsr****",8.07142857142857,2.52032553776819,14,9.44444444444444,0.955813918560293,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42857142857143,4.06578556307363,7,6.88888888888889,3.0711722135745,9
"101",501,"didw****",6.95454545454545,3.30945302713953,22,6.97142857142857,3.39315036326938,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,NA,NA,9,1.22474487139159,4,7.125,2.42061459137964,16
"102",504,"sinc****",8.64285714285714,3.13065814297302,14,7.5,3.47953198823389,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.24264068711928,3,6.33333333333333,3.68178700572909,12
"103",506,"kazu****",8.81818181818182,2.44273251682626,11,6.8125,3.41355295110534,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,8,1.18321595661993,10
"104",510,"pass****",8.27272727272727,2.59688306492467,22,7.96551724137931,2.52549426532422,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,5,3.39116499156263,4,5.91666666666667,3.14797112792068,12
"105",515,"wndu****",8.18181818181818,2.92796904949846,33,8.70833333333333,2.85013401244378,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72727272727273,0.616575453011399,11,7.90909090909091,3.44975744745641,11
"106",518,"newy****",7.27272727272727,3.93332866414253,11,6.27272727272727,3.38689745639948,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,3.29983164553722,3,8.125,2.84769643747363,8
"107",526,"ruru****",7.25,3.2177890960513,12,6.57142857142857,3.59988661952976,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,7.33333333333333,3.24893144826965,6
"108",531,"wldn****",8.28571428571429,2.15235988190277,28,8.15384615384615,2.741312258647,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1.80277563773199,6,7.75,2.53722289127305,8
"109",532,"herm****",8.61111111111111,2.54162871859953,18,6.74074074074074,3.36201650901044,27,NA,NA,NA,NA,NA,NA,10,0,1,NA,NA,NA,NA,NA,NA,8.2,3.12409987036266,5,7.86666666666667,3.24276973520408,15
"110",550,"zerg****",8.83333333333333,2.51108652888656,12,8.03448275862069,3.02270441390498,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,2.87054001888146,5,9.125,1.61535599791501,8
"111",551,"kysk****",8.4,2.28910462845192,10,6.5625,3.12187343593554,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,0.399999999999978,5,9.33333333333333,0.471404520791008,3
"112",553,"quee****",7.89285714285714,2.46893970467205,28,8.86842105263158,1.39870339641246,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42857142857143,0.728431359084679,7,8.38888888888889,2.51967566009968,18
"113",559,"libe****",7.85714285714286,2.97266457809783,28,8.54166666666667,1.91440083461003,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2,8.77777777777778,2.77999911182151,9
"114",561,"tnsd****",7.375,2.82566363886433,8,8.66666666666667,2.21108319357027,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,2,6.4,3.72021504754765,5
"115",576,"suho****",8.5625,2.47408442661119,16,7,3.58817502360183,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,4,10,0,2
"116",580,"gong****",9,1.4638501094228,14,7,3.77296887313519,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.875,0.330718913883074,8,8.72727272727273,1.21287855128422,11
"117",582,"gmld****",9.57142857142857,1.52975032421038,21,8.375,2.71281680177634,16,NA,NA,NA,NA,NA,NA,8,0,1,NA,NA,NA,NA,NA,NA,9.28571428571429,0.8806305718527,7,9.66666666666667,0.471404520791053,3
"118",587,"ghdt****",8.26666666666667,3.33599893418581,15,7.53846153846154,3.27262267479733,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,3.77123616632825,3,8.42857142857143,3.11022015101103,7
